Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
6.9218e-02 1.5333e+00 3.9630e-03 2.3394e-02 6.0321e-04 2.0687e+00 4.5776e-03 2.0109e-02 5.7961e-04 3.9408e-03 7.0011e-02 1.0000e+00
7.0712e-02 1.7710e+00 4.3917e-03 2.4764e-02 6.5390e-04 2.4373e+00 5.1301e-03 2.3713e-02 6.3153e-04 3.8396e-03 7.1385e-02 1.0000e+00
7.2205e-02 2.0745e+00 4.3675e-03 2.8724e-02 6.3874e-04 2.8287e+00 5.0484e-03 2.5348e-02 6.1673e-04 3.6795e-03 7.2975e-02 1.0000e+00
7.3699e-02 2.3261e+00 4.5629e-03 2.6482e-02 6.5441e-04 3.1595e+00 5.2763e-03 2.3687e-02 6.2241e-04 3.9555e-03 7.4430e-02 1.0000e+00
7.5192e-02 2.5717e+00 4.8625e-03 2.5249e-02 6.7848e-04 3.4737e+00 5.5949e-03 2.2206e-02 6.4903e-04 3.6381e-03 7.5857e-02 1.0000e+00
7.6686e-02 2.7216e+00 4.9326e-03 2.8649e-02 6.9476e-04 3.7417e+00 5.7236e-03 2.2886e-02 6.6172e-04 3.6702e-03 7.7472e-02 1.0000e+00
7.8179e-02 2.8858e+00 4.6136e-03 2.8283e-02 6.4492e-04 3.9196e+00 5.3238e-03 2.3911e-02 6.1990e-04 3.7939e-03 7.8897e-02 1.0000e+00
7.9673e-02 2.9381e+00 5.1870e-03 2.9980e-02 7.2235e-04 4.0127e+00 6.0045e-03 2.5834e-02 6.9253e-04 3.5689e-03 8.0394e-02 1.0000e+00
8.1167e-02 2.9419e+00 4.7609e-03 2.9693e-02 6.6091e-04 3.9736e+00 5.4758e-03 2.3450e-02 6.2846e-04 3.6611e-03 8.1952e-02 1.0000e+00
8.2660e-02 2.8390e+00 4.9101e-03 2.5373e-02 6.7930e-04 3.9011e+00 5.6944e-03 2.6632e-02 6.5793e-04 3.7377e-03 8.3362e-02 1.0000e+00
