Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
3.5000e-03 5.9539e+01 6.7890e-02 -5.7988e-02 7.1310e-03 6.2662e+01 6.8511e-02 -3.5730e-02 7.1271e-03 2.6120e-03 4.1872e-03 1.0000e+00
4.7527e-03 1.2319e+01 2.7805e-02 1.0479e-01 3.9183e-03 1.2956e+01 2.8031e-02 1.0969e-01 3.9035e-03 2.2781e-03 5.4548e-03 1.0000e+00
6.0054e-03 4.6214e+00 1.5296e-02 1.2534e-01 2.9989e-03 4.9905e+00 1.5592e-02 1.2000e-01 2.9629e-03 1.9906e-03 6.6953e-03 1.0000e+00
7.2581e-03 2.2488e+00 1.0116e-02 1.3473e-01 2.6126e-03 2.2950e+00 1.0111e-02 1.3143e-01 2.5931e-03 1.8735e-03 7.9338e-03 1.0000e+00
8.5108e-03 1.2318e+00 7.0444e-03 1.2138e-01 2.3284e-03 1.3107e+00 7.1121e-03 1.2386e-01 2.3278e-03 1.7241e-03 9.1537e-03 1.0000e+00
9.7634e-03 7.4237e-01 5.3389e-03 1.2793e-01 2.0855e-03 8.0652e-01 5.4493e-03 1.2973e-01 2.0809e-03 1.6112e-03 1.0394e-02 1.0000e+00
1.1016e-02 5.1256e-01 4.1813e-03 1.2338e-01 1.9351e-03 5.3915e-01 4.2071e-03 1.1967e-01 1.9197e-03 1.4994e-03 1.1659e-02 1.0000e+00
1.2269e-02 3.6964e-01 3.5336e-03 1.1812e-01 1.8548e-03 3.9392e-01 3.5747e-03 1.1120e-01 1.8239e-03 1.4475e-03 1.2920e-02 1.0000e+00
1.3522e-02 2.5624e-01 3.0363e-03 1.1173e-01 1.7844e-03 2.7504e-01 3.0562e-03 1.0924e-01 1.7713e-03 1.3719e-03 1.4171e-02 1.0000e+00
1.4774e-02 2.1548e-01 2.7068e-03 1.1003e-01 1.6066e-03 2.4582e-01 2.7851e-03 1.0858e-01 1.6002e-03 1.3416e-03 1.5410e-02 1.0000e+00
1.6027e-02 1.6875e-01 2.3659e-03 9.9182e-02 1.5799e-03 1.9903e-01 2.4371e-03 9.5294e-02 1.5642e-03 1.2585e-03 1.6655e-02 1.0000e+00
1.7280e-02 1.5675e-01 2.2232e-03 8.5412e-02 1.4826e-03 1.5178e-01 2.1844e-03 8.8116e-02 1.4836e-03 1.2300e-03 1.7911e-02 1.0000e+00
1.8532e-02 1.1672e-01 2.0455e-03 8.6929e-02 1.4485e-03 1.2596e-01 2.0667e-03 8.7415e-02 1.4455e-03 1.1805e-03 1.9162e-02 1.0000e+00
1.9785e-02 9.7453e-02 1.8628e-03 8.6117e-02 1.3557e-03 1.1904e-01 1.9242e-03 8.5337e-02 1.3509e-03 1.1445e-03 2.0421e-02 1.0000e+00
2.1038e-02 8.9129e-02 1.7707e-03 7.8310e-02 1.2980e-03 9.3723e-02 1.7756e-03 7.3004e-02 1.2836e-03 1.1117e-03 2.1677e-02 1.0000e+00
2.2290e-02 7.0364e-02 1.6599e-03 7.1774e-02 1.2914e-03 9.4298e-02 1.7280e-03 6.8427e-02 1.2804e-03 1.0833e-03 2.2932e-02 1.0000e+00
