Q, Struc, DelStruc, M_Perp, DelM_Perp, M_Parl_NSF, DelM_Parl_NSF, M_Parl_NSFVert, DelM_Parl_NSFVert, M_Parl_SF, DelM_Parl_SF, Q_Unc, Q_mean, Shadow
1.6027e-02 1.6812e-01 3.0801e-03 1.7184e-01 3.4153e-03 1.3923e-03 2.9252e-04 1.0367e-03 2.1781e-04 1.7047e-01 3.7978e-03 1.2585e-03 1.6655e-02 1.0000e+00
1.7280e-02 1.3553e-01 2.7965e-03 1.6684e-01 3.0683e-03 1.9097e-04 1.0370e-04 1.2302e-04 6.6798e-05 1.2578e-01 3.4831e-03 1.2300e-03 1.7911e-02 1.0000e+00
1.8532e-02 1.0916e-01 2.7288e-03 1.6817e-01 3.0576e-03 8.9951e-05 7.2117e-05 6.7664e-05 5.4249e-05 1.3494e-01 3.4401e-03 1.1805e-03 1.9162e-02 1.0000e+00
1.9785e-02 8.9941e-02 2.4902e-03 1.6763e-01 2.8231e-03 1.8510e-03 3.3890e-04 1.3120e-03 2.4020e-04 1.3786e-01 3.1802e-03 1.1445e-03 2.0421e-02 1.0000e+00
2.1038e-02 8.9505e-02 2.3370e-03 1.3330e-01 2.7875e-03 3.8894e-04 1.4684e-04 3.7520e-04 1.4167e-04 1.3462e-01 3.1084e-03 1.1117e-03 2.1677e-02 1.0000e+00
2.2290e-02 4.8186e-02 2.2767e-03 1.4875e-01 2.6026e-03 5.5939e-04 2.2814e-04 2.5078e-04 1.0225e-04 9.0968e-02 2.9803e-03 1.0833e-03 2.2932e-02 1.0000e+00
2.3543e-02 5.6943e-02 2.1270e-03 1.4600e-01 2.4758e-03 1.0947e-05 2.6486e-05 7.5017e-06 1.8151e-05 1.1106e-01 2.7875e-03 1.0522e-03 2.4185e-02 1.0000e+00
2.4796e-02 4.9522e-02 2.1551e-03 1.0607e-01 2.7118e-03 6.4080e-06 2.1667e-05 2.9336e-06 9.9193e-06 1.0481e-01 2.9987e-03 1.0223e-03 2.5446e-02 1.0000e+00
2.6048e-02 4.2007e-02 2.4853e-03 9.6235e-02 2.7486e-03 3.1714e-04 1.5641e-04 2.1555e-04 1.0628e-04 9.9377e-02 3.0194e-03 1.0754e-03 2.6675e-02 1.0000e+00
2.7301e-02 4.3610e-02 4.3000e-03 1.1424e-01 3.7716e-03 2.9113e-06 1.4569e-05 1.8631e-06 9.3231e-06 8.1909e-02 3.9628e-03 1.2314e-03 2.7918e-02 1.0000e+00
2.8554e-02 3.1725e-02 3.8034e-03 1.0215e-01 3.1776e-03 9.9135e-05 9.3153e-05 5.3622e-05 5.0363e-05 8.3701e-02 3.3942e-03 1.3333e-03 2.9147e-02 1.0000e+00
2.9806e-02 3.0208e-02 1.2787e-03 7.8382e-02 1.9239e-03 3.3981e-03 5.3769e-04 1.7885e-03 2.8292e-04 7.5091e-02 2.2805e-03 1.4694e-03 3.0438e-02 1.0000e+00
3.1059e-02 2.4011e-02 1.3133e-03 8.2227e-02 1.7686e-03 8.3362e-04 2.8890e-04 3.1320e-04 1.0849e-04 5.9740e-02 2.1668e-03 1.4614e-03 3.1680e-02 1.0000e+00
3.2312e-02 4.3805e-02 1.1411e-03 8.0261e-02 1.7225e-03 1.1156e-04 7.6657e-05 1.0221e-04 7.0241e-05 4.9549e-02 2.1371e-03 1.5279e-03 3.2935e-02 1.0000e+00
3.3565e-02 2.6514e-02 1.2349e-03 4.8107e-02 1.8053e-03 1.0229e-04 8.9199e-05 6.6804e-05 5.8258e-05 7.2920e-02 2.1853e-03 1.5410e-03 3.4186e-02 1.0000e+00
3.4817e-02 3.1841e-02 1.1236e-03 5.7198e-02 1.7224e-03 5.1759e-04 1.8120e-04 3.2571e-04 1.1403e-04 5.0647e-02 2.1746e-03 1.5755e-03 3.5423e-02 1.0000e+00
3.6070e-02 3.3081e-02 1.0558e-03 5.7132e-02 1.8755e-03 2.3933e-04 1.3245e-04 1.4820e-04 8.2025e-05 3.7405e-02 2.3075e-03 1.5904e-03 3.6683e-02 1.0000e+00
3.7323e-02 3.3072e-02 1.1444e-03 6.0228e-02 2.2106e-03 1.5248e-03 4.5786e-04 1.5884e-03 4.7826e-04 2.7744e-02 2.5713e-03 1.9506e-03 3.7900e-02 1.0000e+00
3.8575e-02 3.3981e-02 1.0283e-03 3.1003e-02 3.1959e-03 1.0350e-03 7.2525e-04 1.8615e-03 1.3123e-03 6.7299e-02 3.4432e-03 2.2738e-03 3.9186e-02 1.0000e+00
3.9828e-02 3.3901e-02 1.1085e-03 3.1030e-02 1.1869e-03 1.5297e-05 1.9724e-05 1.0347e-05 1.3342e-05 4.4453e-02 1.8314e-03 2.6458e-03 4.0408e-02 1.0000e+00
4.1081e-02 2.7254e-02 1.0052e-03 3.6640e-02 9.1996e-04 3.1571e-06 8.9755e-06 1.8982e-06 5.3965e-06 4.9307e-02 1.7024e-03 3.1056e-03 4.1723e-02 1.0000e+00
4.2333e-02 2.5927e-02 1.0500e-03 2.9579e-02 1.0058e-03 5.0536e-05 4.7726e-05 3.0439e-05 2.8746e-05 3.5816e-02 1.9600e-03 3.6859e-03 4.2967e-02 1.0000e+00
4.3586e-02 3.8146e-02 9.9140e-04 3.4136e-02 8.9925e-04 1.0187e-04 4.3817e-05 1.0152e-04 4.3668e-05 2.5812e-02 1.6352e-03 4.2071e-03 4.4124e-02 1.0000e+00
4.4839e-02 3.2370e-02 9.1591e-04 2.9922e-02 8.5951e-04 3.5455e-06 8.7642e-06 2.9871e-06 7.3840e-06 3.8770e-02 1.1058e-03 4.6567e-03 4.5528e-02 1.0000e+00
4.6091e-02 2.6004e-02 1.0373e-03 3.2485e-02 8.6597e-04 2.9780e-04 1.0681e-04 1.9582e-04 7.0230e-05 1.9797e-02 1.0328e-03 5.3431e-03 4.6669e-02 1.0000e+00
4.7344e-02 3.1596e-02 8.9068e-04 1.7738e-02 8.5575e-04 1.5836e-05 1.7863e-05 1.3641e-05 1.5387e-05 2.1132e-02 9.8014e-04 4.4852e-03 4.7932e-02 1.0000e+00
4.8597e-02 3.2845e-02 9.6224e-04 1.9712e-02 8.4268e-04 5.2024e-06 1.0369e-05 4.1904e-06 8.3520e-06 2.5723e-02 9.4825e-04 4.6754e-03 4.9324e-02 1.0000e+00
4.9849e-02 3.2228e-02 9.1489e-04 2.1379e-02 9.2200e-04 5.8068e-04 1.2771e-04 5.2804e-04 1.1618e-04 1.8062e-02 1.0385e-03 4.8271e-03 5.0477e-02 1.0000e+00
5.1102e-02 3.5249e-02 8.9660e-04 1.9959e-02 7.2831e-04 4.2330e-04 8.0516e-05 3.3301e-04 6.3335e-05 2.1175e-02 8.5202e-04 4.6196e-03 5.1779e-02 1.0000e+00
5.2355e-02 4.1588e-02 9.3423e-04 1.6059e-02 7.9830e-04 9.0759e-05 3.8015e-05 9.2357e-05 3.8686e-05 1.8908e-02 9.0573e-04 4.7966e-03 5.2970e-02 1.0000e+00
5.3608e-02 3.6356e-02 9.0773e-04 1.1779e-02 8.3879e-04 2.0794e-04 6.3585e-05 1.7738e-04 5.4243e-05 1.9177e-02 9.4020e-04 4.4619e-03 5.4180e-02 1.0000e+00
5.4860e-02 4.4445e-02 9.2937e-04 1.9535e-02 6.9318e-04 2.1609e-04 5.2494e-05 2.3321e-04 5.6661e-05 1.1667e-02 8.1681e-04 4.5663e-03 5.5504e-02 1.0000e+00
5.6113e-02 4.3174e-02 8.8440e-04 1.8077e-02 7.3227e-04 1.6903e-04 5.5117e-05 1.8923e-04 6.1717e-05 1.2981e-02 8.3151e-04 4.5399e-03 5.6719e-02 1.0000e+00
5.7366e-02 5.5455e-02 9.1425e-04 1.1235e-02 7.5254e-04 2.6470e-04 5.2234e-05 3.5681e-04 7.0433e-05 2.8638e-03 8.6992e-04 4.3663e-03 5.7993e-02 1.0000e+00
5.8618e-02 6.3525e-02 9.3202e-04 1.6675e-02 6.3934e-04 2.5545e-05 1.5704e-05 3.0162e-05 1.8543e-05 8.3201e-03 7.6574e-04 4.4390e-03 5.9273e-02 1.0000e+00
5.9871e-02 8.3102e-02 8.6172e-04 1.2214e-02 6.9500e-04 1.2734e-06 3.5484e-06 1.7780e-06 4.9544e-06 9.4901e-03 7.9308e-04 4.4393e-03 6.0516e-02 1.0000e+00
6.1124e-02 7.5325e-02 1.1316e-03 1.3470e-02 6.6713e-04 6.0256e-05 2.3365e-05 5.8992e-05 2.2875e-05 9.0678e-03 7.6302e-04 4.4400e-03 6.1705e-02 1.0000e+00
6.2376e-02 1.0309e-01 9.3946e-04 1.0981e-02 6.7411e-04 9.6232e-06 8.2219e-06 1.1355e-05 9.7016e-06 8.0498e-03 7.7341e-04 4.2337e-03 6.2973e-02 1.0000e+00
6.3629e-02 1.1259e-01 1.0496e-03 1.2105e-02 6.6400e-04 1.0447e-03 1.0088e-04 1.0745e-03 1.0379e-04 4.6463e-03 7.6016e-04 4.3686e-03 6.4235e-02 1.0000e+00
6.4882e-02 1.1407e-01 1.0612e-03 4.3345e-03 6.9930e-04 3.3294e-05 1.6327e-05 3.1361e-05 1.5379e-05 5.4900e-03 7.8952e-04 4.1517e-03 6.5470e-02 1.0000e+00
6.6134e-02 1.3502e-01 1.0483e-03 4.8101e-03 6.8374e-04 2.6630e-05 1.3917e-05 2.7643e-05 1.4446e-05 8.5984e-03 7.6962e-04 4.1522e-03 6.6830e-02 1.0000e+00
6.7387e-02 1.4649e-01 1.1790e-03 8.7620e-03 6.9139e-04 1.8420e-04 3.9691e-05 1.7900e-04 3.8573e-05 2.9722e-03 7.8285e-04 4.4424e-03 6.7985e-02 1.0000e+00
6.8640e-02 1.4172e-01 9.7006e-04 7.5496e-03 6.1174e-04 1.4603e-04 2.9536e-05 1.4233e-04 2.8788e-05 3.1802e-03 7.0738e-04 3.8968e-03 6.9279e-02 1.0000e+00
6.9892e-02 1.3837e-01 1.1418e-03 5.0958e-03 6.4004e-04 1.1154e-04 2.9027e-05 1.1617e-04 3.0234e-05 -1.9485e-03 7.3436e-04 4.4685e-03 7.0573e-02 1.0000e+00
7.1145e-02 1.2182e-01 1.0251e-03 1.1697e-02 6.5980e-04 1.3011e-06 3.3108e-06 1.1792e-06 3.0007e-06 1.3579e-03 7.4337e-04 4.0197e-03 7.1683e-02 1.0000e+00
7.2398e-02 1.2032e-01 9.9262e-04 8.7057e-03 5.7654e-04 5.3547e-05 1.8098e-05 5.1770e-05 1.7498e-05 -9.6163e-04 6.7280e-04 3.9493e-03 7.3068e-02 1.0000e+00
7.3651e-02 1.0984e-01 1.0271e-03 5.9805e-03 6.4575e-04 4.6725e-05 2.2110e-05 4.4887e-05 2.1241e-05 -5.6849e-03 7.3733e-04 4.3964e-03 7.4230e-02 1.0000e+00
7.4903e-02 9.1604e-02 8.4046e-04 3.8006e-03 6.6470e-04 4.5316e-04 5.6372e-05 4.0371e-04 5.0226e-05 6.7965e-03 7.3547e-04 3.7575e-03 7.5479e-02 1.0000e+00
7.6156e-02 8.8275e-02 9.5412e-04 8.5850e-03 5.5715e-04 3.0856e-06 4.5451e-06 2.9071e-06 4.2822e-06 5.9648e-04 6.3911e-04 4.0405e-03 7.6844e-02 1.0000e+00
7.7409e-02 7.1105e-02 8.0950e-04 6.2612e-03 6.1981e-04 5.3899e-06 7.7961e-06 5.0703e-06 7.3339e-06 6.1944e-03 6.9067e-04 4.0975e-03 7.7992e-02 1.0000e+00
7.8661e-02 5.9250e-02 7.7407e-04 2.8726e-03 5.9957e-04 1.6720e-05 1.1771e-05 1.5208e-05 1.0706e-05 -2.3534e-04 6.7524e-04 3.8681e-03 7.9258e-02 1.0000e+00
7.9914e-02 4.3004e-02 8.1490e-04 7.1560e-03 5.6034e-04 2.6168e-05 1.6195e-05 2.1731e-05 1.3448e-05 -6.5240e-04 6.4595e-04 3.8686e-03 8.0551e-02 1.0000e+00
8.1167e-02 3.3659e-02 7.2085e-04 4.9338e-03 6.1099e-04 2.2152e-07 1.9231e-06 1.5332e-07 1.3311e-06 2.5943e-03 6.8312e-04 3.9355e-03 8.1799e-02 1.0000e+00
8.2419e-02 4.1620e-02 7.4387e-04 5.9160e-03 5.8234e-04 8.8734e-06 8.5855e-06 8.6985e-06 8.4163e-06 -4.7308e-04 6.5951e-04 3.9195e-03 8.3035e-02 1.0000e+00
8.3672e-02 2.8845e-02 6.6913e-04 3.6445e-03 5.5030e-04 8.8567e-05 3.2403e-05 8.0648e-05 2.9507e-05 1.2954e-03 6.2990e-04 3.7028e-03 8.4315e-02 1.0000e+00
8.4925e-02 2.8088e-02 6.3625e-04 9.0080e-05 6.3119e-04 1.0102e-05 1.2233e-05 9.8273e-06 1.1901e-05 -1.4057e-03 7.0258e-04 3.9721e-03 8.5565e-02 1.0000e+00
8.6177e-02 2.0555e-02 6.1599e-04 3.3459e-03 5.6037e-04 3.2497e-05 1.9865e-05 2.8070e-05 1.7159e-05 1.2200e-03 6.3601e-04 3.8080e-03 8.6746e-02 1.0000e+00
8.7430e-02 2.1513e-02 5.7677e-04 3.7721e-03 5.7882e-04 2.3171e-04 5.5209e-05 2.5625e-04 6.1082e-05 -5.3029e-04 6.5060e-04 3.6487e-03 8.8082e-02 1.0000e+00
8.8683e-02 1.5332e-02 6.1077e-04 6.0418e-03 5.8465e-04 1.2943e-05 1.6249e-05 1.2881e-05 1.6172e-05 3.4194e-03 6.4965e-04 3.8725e-03 8.9291e-02 1.0000e+00
8.9935e-02 1.5303e-02 5.9129e-04 4.4203e-03 5.4993e-04 1.4154e-06 4.6643e-06 1.6761e-06 5.5234e-06 1.4486e-03 6.2499e-04 3.6636e-03 9.0556e-02 1.0000e+00
9.1188e-02 8.7402e-03 6.0994e-04 5.6995e-03 5.4940e-04 2.2464e-05 2.6659e-05 2.4120e-05 2.8626e-05 2.3074e-03 6.1369e-04 3.7204e-03 9.1853e-02 1.0000e+00
9.2441e-02 7.1241e-03 5.9112e-04 2.2165e-03 6.0355e-04 2.9907e-04 1.0905e-04 2.6028e-04 9.4940e-05 5.6331e-04 6.7274e-04 3.8110e-03 9.2990e-02 1.0000e+00
9.3694e-02 1.1500e-02 5.7550e-04 3.7750e-03 5.3685e-04 8.5928e-05 3.9361e-05 1.2040e-04 5.5182e-05 1.7126e-03 6.0379e-04 3.5855e-03 9.4305e-02 1.0000e+00
9.4946e-02 2.2364e-03 5.8267e-04 3.3793e-03 5.5604e-04 9.1018e-05 1.0678e-04 2.2949e-05 2.6887e-05 2.8360e-03 6.2146e-04 3.8275e-03 9.5489e-02 1.0000e+00
9.6199e-02 7.8522e-03 5.5821e-04 4.9675e-03 5.7951e-04 2.1913e-05 2.5427e-05 1.6677e-05 1.9352e-05 -4.2585e-03 6.5194e-04 3.4186e-03 9.6761e-02 1.0000e+00
9.7452e-02 1.1551e-02 5.6750e-04 -2.5087e-04 5.5448e-04 7.2949e-05 3.8076e-05 6.4781e-05 3.3814e-05 6.0772e-03 6.1670e-04 3.6537e-03 9.8123e-02 1.0000e+00
9.8704e-02 8.8318e-03 5.6511e-04 3.1081e-03 5.8087e-04 1.8223e-06 7.2320e-06 1.2918e-06 5.1269e-06 2.7535e-03 6.3873e-04 3.5747e-03 9.9303e-02 1.0000e+00
9.9957e-02 8.4894e-03 5.5239e-04 1.7946e-03 5.4410e-04 7.0903e-07 4.3219e-06 4.7428e-07 2.8910e-06 3.7604e-03 6.1304e-04 3.4896e-03 1.0062e-01 1.0000e+00
1.0121e-01 7.0067e-03 5.8090e-04 4.3320e-03 5.1787e-04 1.0577e-04 5.6367e-05 6.6454e-05 3.5402e-05 -3.7127e-04 5.8421e-04 3.7699e-03 1.0183e-01 1.0000e+00
1.0246e-01 1.0793e-02 5.4664e-04 4.8894e-03 5.5125e-04 2.4637e-04 7.7187e-05 3.6004e-04 1.1305e-04 2.5169e-03 6.0904e-04 3.3991e-03 1.0304e-01 1.0000e+00
1.0372e-01 1.2867e-02 5.5649e-04 5.2016e-03 5.3604e-04 1.8748e-09 1.6430e-07 1.4648e-09 1.2838e-07 -5.0392e-03 6.0946e-04 3.5778e-03 1.0434e-01 1.0000e+00
1.0497e-01 1.2235e-02 5.5634e-04 -9.8128e-04 5.5264e-04 1.1746e-04 4.7335e-05 1.2186e-04 4.9120e-05 4.0582e-04 6.1554e-04 3.4454e-03 1.0559e-01 1.0000e+00
1.0622e-01 1.3461e-02 5.2289e-04 3.8612e-03 5.7273e-04 1.2485e-06 4.9254e-06 1.3872e-06 5.4726e-06 5.3735e-04 6.3312e-04 3.4459e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.1770e-02 5.5785e-04 1.8127e-04 5.0906e-04 3.7128e-05 2.5660e-05 5.9309e-05 4.1004e-05 2.5110e-03 5.7772e-04 3.4935e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.4951e-02 5.2099e-04 2.0123e-03 5.3816e-04 1.9977e-05 1.7225e-05 2.0505e-05 1.7681e-05 2.8037e-03 5.9971e-04 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.2306e-02 5.5823e-04 5.4748e-03 5.3079e-04 1.3001e-04 5.1406e-05 1.1806e-04 4.6684e-05 3.5382e-03 5.8521e-04 3.4828e-03 1.1059e-01 1.0000e+00
1.1123e-01 1.4088e-02 5.3999e-04 5.1049e-03 4.9531e-04 1.0831e-04 3.6531e-05 1.1767e-04 3.9695e-05 1.1289e-03 5.5849e-04 3.3716e-03 1.1185e-01 1.0000e+00
1.1248e-01 1.5506e-02 5.3221e-04 4.3757e-03 5.2092e-04 1.4282e-04 4.9140e-05 1.4090e-04 4.8494e-05 2.6094e-03 5.7981e-04 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.2104e-02 5.4428e-04 -4.3989e-04 5.3818e-04 1.4427e-05 1.5869e-05 1.1849e-05 1.3033e-05 9.7634e-04 5.9714e-04 3.3207e-03 1.1427e-01 1.0000e+00
1.1499e-01 1.3851e-02 5.1782e-04 -2.0449e-03 5.0969e-04 5.4774e-05 2.8126e-05 5.2568e-05 2.6995e-05 5.7553e-03 5.6705e-04 3.2428e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.3787e-02 5.4715e-04 1.5860e-04 5.2243e-04 1.1202e-04 4.8429e-05 1.1035e-04 4.7720e-05 3.9995e-03 5.7834e-04 3.5587e-03 1.1686e-01 1.0000e+00
1.1749e-01 1.0941e-02 5.2618e-04 -7.1770e-04 5.5331e-04 1.5090e-04 5.1570e-05 1.0509e-04 3.5907e-05 1.4225e-03 6.0972e-04 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.2516e-02 5.0526e-04 1.4488e-03 4.8932e-04 1.8645e-05 1.7431e-05 1.7700e-05 1.6548e-05 2.5082e-03 5.4749e-04 3.2834e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.5150e-02 5.0199e-04 2.3602e-03 5.1096e-04 1.2879e-04 4.6619e-05 2.2801e-04 8.2649e-05 -4.5859e-04 5.7180e-04 3.4881e-03 1.2058e-01 1.0000e+00
