Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
3.5000e-03 5.7265e+01 6.6706e-02 3.2554e-02 6.8749e-03 6.1472e+01 6.7893e-02 4.6442e-02 6.8434e-03 2.6878e-03 4.1795e-03 1.0000e+00
4.7527e-03 1.2432e+01 2.6803e-02 1.0704e-01 3.7247e-03 1.3111e+01 2.7099e-02 1.2249e-01 3.7439e-03 2.2466e-03 5.4397e-03 1.0000e+00
6.0054e-03 4.5675e+00 1.4954e-02 1.1906e-01 2.9105e-03 4.8629e+00 1.5167e-02 1.2955e-01 2.9286e-03 2.0123e-03 6.6902e-03 1.0000e+00
7.2581e-03 2.2044e+00 9.6767e-03 1.1756e-01 2.4934e-03 2.2527e+00 9.6756e-03 1.2304e-01 2.4993e-03 1.8473e-03 7.9324e-03 1.0000e+00
8.5108e-03 1.2181e+00 6.8654e-03 1.2509e-01 2.3134e-03 1.2907e+00 6.9200e-03 1.1758e-01 2.2815e-03 1.7311e-03 9.1688e-03 1.0000e+00
9.7634e-03 7.2833e-01 5.2009e-03 1.1104e-01 2.0154e-03 7.7125e-01 5.2511e-03 1.0701e-01 1.9974e-03 1.6169e-03 1.0401e-02 1.0000e+00
1.1016e-02 5.2265e-01 4.1392e-03 1.0504e-01 1.8804e-03 5.4040e-01 4.1458e-03 1.0695e-01 1.8751e-03 1.5133e-03 1.1649e-02 1.0000e+00
1.2269e-02 3.3958e-01 3.3896e-03 1.0186e-01 1.7951e-03 3.9172e-01 3.4916e-03 1.0349e-01 1.7899e-03 1.4475e-03 1.2903e-02 1.0000e+00
1.3522e-02 2.8103e-01 3.0411e-03 8.9510e-02 1.7166e-03 2.5654e-01 2.9419e-03 9.0854e-02 1.7123e-03 1.3684e-03 1.4159e-02 1.0000e+00
1.4774e-02 2.1328e-01 2.5964e-03 1.0120e-01 1.5561e-03 2.1669e-01 2.6139e-03 9.6433e-02 1.5351e-03 1.3100e-03 1.5429e-02 1.0000e+00
1.6027e-02 1.6446e-01 2.3389e-03 8.4746e-02 1.5413e-03 1.8556e-01 2.3748e-03 8.3211e-02 1.5335e-03 1.2751e-03 1.6683e-02 1.0000e+00
1.7280e-02 1.5265e-01 2.1543e-03 7.7057e-02 1.4486e-03 1.5717e-01 2.1575e-03 8.5480e-02 1.4646e-03 1.2201e-03 1.7933e-02 1.0000e+00
1.8532e-02 1.1376e-01 2.0258e-03 8.2048e-02 1.4348e-03 1.2403e-01 2.0462e-03 7.4191e-02 1.4132e-03 1.1941e-03 1.9176e-02 1.0000e+00
1.9785e-02 1.0273e-01 1.8580e-03 7.9830e-02 1.3352e-03 1.1998e-01 1.8997e-03 7.9031e-02 1.3295e-03 1.1465e-03 2.0419e-02 1.0000e+00
2.1038e-02 9.2254e-02 1.7564e-03 7.0919e-02 1.2722e-03 9.1795e-02 1.7428e-03 7.2800e-02 1.2721e-03 1.1062e-03 2.1678e-02 1.0000e+00
