Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
6.6134e-02 1.2655e-01 8.1630e-04 2.2246e-03 3.4341e-04 1.3682e-01 8.3310e-04 1.9430e-03 3.8766e-04 4.1522e-03 6.6827e-02 1.0000e+00
6.7387e-02 1.3638e-01 8.6027e-04 3.5806e-03 3.4481e-04 1.4395e-01 8.7849e-04 1.6418e-03 3.7923e-04 4.4424e-03 6.7982e-02 1.0000e+00
6.8640e-02 1.4182e-01 7.7830e-04 2.0933e-03 3.1821e-04 1.5038e-01 7.9229e-04 1.3744e-03 3.5533e-04 3.8968e-03 6.9276e-02 1.0000e+00
6.9892e-02 1.3458e-01 8.7641e-04 7.1263e-04 3.3167e-04 1.3735e-01 8.8387e-04 6.4174e-04 3.7582e-04 4.4685e-03 7.0570e-02 1.0000e+00
7.1145e-02 1.3566e-01 7.9703e-04 3.4521e-03 3.2917e-04 1.3498e-01 7.9797e-04 1.1342e-03 3.5555e-04 4.0197e-03 7.1680e-02 1.0000e+00
7.2398e-02 1.1830e-01 7.4683e-04 2.7159e-04 3.1240e-04 1.2903e-01 7.6497e-04 7.8191e-04 3.5007e-04 3.9493e-03 7.3065e-02 1.0000e+00
7.3651e-02 1.0889e-01 7.4560e-04 2.7623e-04 3.2081e-04 1.1987e-01 7.6678e-04 5.2838e-04 3.6197e-04 4.3727e-03 7.4233e-02 1.0000e+00
7.4903e-02 9.5744e-02 6.8495e-04 7.6858e-04 3.2488e-04 1.0657e-01 7.0522e-04 5.8579e-04 3.5179e-04 3.7725e-03 7.5480e-02 1.0000e+00
7.6156e-02 8.1344e-02 6.6542e-04 2.9138e-03 2.9648e-04 9.2674e-02 6.9440e-04 1.7511e-03 3.2827e-04 4.0405e-03 7.6841e-02 1.0000e+00
7.7409e-02 7.4810e-02 6.4424e-04 2.2598e-03 3.0725e-04 7.3786e-02 6.3604e-04 2.5497e-03 3.3852e-04 4.0974e-03 7.7988e-02 1.0000e+00
7.8661e-02 6.4224e-02 6.1458e-04 1.3935e-03 3.0836e-04 6.6878e-02 6.1795e-04 1.6613e-03 3.4219e-04 3.8681e-03 7.9255e-02 1.0000e+00
7.9914e-02 4.8063e-02 5.6935e-04 1.2879e-03 2.9362e-04 5.3406e-02 5.8313e-04 6.6925e-04 3.2443e-04 3.8524e-03 8.0553e-02 1.0000e+00
8.1167e-02 4.0997e-02 5.5245e-04 1.8806e-03 3.0376e-04 4.3725e-02 5.5945e-04 -7.8152e-04 3.2180e-04 3.9528e-03 8.1801e-02 1.0000e+00
8.2419e-02 3.5185e-02 5.1876e-04 2.1811e-03 2.9995e-04 3.9195e-02 5.2898e-04 1.8191e-03 3.2935e-04 3.9195e-03 8.3032e-02 1.0000e+00
8.3672e-02 2.7280e-02 4.8232e-04 2.3811e-03 2.8240e-04 3.2527e-02 4.9579e-04 1.0160e-03 3.0653e-04 3.7028e-03 8.4311e-02 1.0000e+00
8.4925e-02 2.4642e-02 4.9308e-04 -6.3224e-04 3.0666e-04 2.5562e-02 4.9275e-04 -4.3570e-04 3.3684e-04 3.9721e-03 8.5562e-02 1.0000e+00
8.6177e-02 2.2746e-02 4.6183e-04 1.5682e-03 2.8962e-04 2.2001e-02 4.5646e-04 -3.3473e-04 3.1189e-04 3.8080e-03 8.6743e-02 1.0000e+00
8.7430e-02 1.7810e-02 4.4068e-04 1.6109e-03 2.8714e-04 1.8081e-02 4.3648e-04 1.2435e-03 3.1163e-04 3.6218e-03 8.8087e-02 1.0000e+00
8.8683e-02 1.5405e-02 4.6305e-04 2.8686e-03 2.8008e-04 1.7511e-02 4.6684e-04 1.6971e-03 3.0863e-04 3.8889e-03 8.9303e-02 1.0000e+00
8.9935e-02 1.2434e-02 4.3828e-04 2.0723e-03 2.7754e-04 1.2408e-02 4.3664e-04 8.0865e-04 3.0148e-04 3.6636e-03 9.0562e-02 1.0000e+00
9.1188e-02 7.8381e-03 4.2518e-04 2.0479e-03 2.7506e-04 9.5219e-03 4.3352e-04 2.2750e-03 3.0271e-04 3.7205e-03 9.1860e-02 1.0000e+00
9.2441e-02 8.3096e-03 4.6055e-04 1.9333e-03 2.9318e-04 8.0388e-03 4.5962e-04 1.2290e-04 3.1520e-04 3.8266e-03 9.2991e-02 1.0000e+00
9.3694e-02 9.7619e-03 4.2351e-04 7.5577e-04 2.6976e-04 7.4575e-03 4.1425e-04 4.2730e-04 2.9737e-04 3.5726e-03 9.4306e-02 1.0000e+00
9.4946e-02 8.3941e-03 4.3124e-04 1.0084e-03 2.7850e-04 5.6030e-03 4.1655e-04 9.3909e-04 3.0618e-04 3.8275e-03 9.5496e-02 1.0000e+00
9.6199e-02 1.0736e-02 4.1680e-04 1.5392e-05 2.8494e-04 1.1958e-02 4.1942e-04 -1.3379e-03 3.0331e-04 3.4299e-03 9.6761e-02 1.0000e+00
9.7452e-02 8.5652e-03 4.1528e-04 1.4881e-03 2.7740e-04 1.0545e-02 4.1709e-04 -2.0232e-04 2.9808e-04 3.6537e-03 9.8120e-02 1.0000e+00
9.8704e-02 9.2339e-03 4.1010e-04 3.9330e-04 2.7663e-04 8.3502e-03 4.0608e-04 1.0998e-03 3.0358e-04 3.5620e-03 9.9304e-02 1.0000e+00
9.9957e-02 7.1196e-03 4.1592e-04 6.4511e-04 2.7341e-04 7.4363e-03 4.1484e-04 2.2807e-03 3.0590e-04 3.4661e-03 1.0064e-01 1.0000e+00
1.0121e-01 8.3279e-03 4.1835e-04 1.8181e-03 2.6228e-04 1.0115e-02 4.2414e-04 1.1097e-03 2.9241e-04 3.8156e-03 1.0185e-01 1.0000e+00
1.0246e-01 1.1804e-02 4.0675e-04 2.3540e-03 2.5669e-04 9.1384e-03 3.9833e-04 6.6718e-04 2.7518e-04 3.3882e-03 1.0304e-01 1.0000e+00
1.0372e-01 1.2503e-02 4.0953e-04 1.5191e-03 2.7058e-04 1.0223e-02 4.0075e-04 -1.1541e-03 2.8964e-04 3.5907e-03 1.0434e-01 1.0000e+00
