Q, I, DelI, Q_Unc, Q_mean, Shadow
3.5000e-03 5.9639e+01 3.5084e-01 2.6366e-03 4.1967e-03 1.0000e+00
4.7527e-03 1.2990e+01 1.6007e-01 2.2943e-03 5.4469e-03 1.0000e+00
6.0054e-03 5.0174e+00 8.2814e-02 1.9906e-03 6.6820e-03 1.0000e+00
7.2581e-03 2.2023e+00 5.2747e-02 1.8473e-03 7.9408e-03 1.0000e+00
8.5108e-03 1.2211e+00 3.6197e-02 1.7382e-03 9.1712e-03 1.0000e+00
9.7634e-03 7.7615e-01 2.6385e-02 1.6169e-03 1.0394e-02 1.0000e+00
1.1016e-02 5.2008e-01 2.0893e-02 1.5040e-03 1.1653e-02 1.0000e+00
1.2269e-02 3.3874e-01 1.6266e-02 1.4517e-03 1.2911e-02 1.0000e+00
1.3522e-02 2.5461e-01 1.3183e-02 1.3719e-03 1.4163e-02 1.0000e+00
1.4774e-02 1.9427e-01 1.0865e-02 1.3255e-03 1.5416e-02 1.0000e+00
1.6027e-02 1.4817e-01 9.4380e-03 1.2640e-03 1.6669e-02 1.0000e+00
1.7280e-02 1.1639e-01 8.8885e-03 1.2300e-03 1.7922e-02 1.0000e+00
1.8532e-02 9.9533e-02 8.0066e-03 1.1827e-03 1.9169e-02 1.0000e+00
1.9785e-02 7.7990e-02 7.3565e-03 1.1486e-03 2.0422e-02 1.0000e+00
2.1038e-02 7.8325e-02 6.2152e-03 1.1098e-03 2.1677e-02 1.0000e+00
2.2290e-02 8.1606e-02 6.2776e-03 1.0867e-03 2.2930e-02 1.0000e+00
2.3543e-02 5.3477e-02 5.7307e-03 1.0506e-03 2.4182e-02 1.0000e+00
2.4796e-02 5.4230e-02 5.1748e-03 1.0266e-03 2.5441e-02 1.0000e+00
2.6048e-02 4.5814e-02 5.1247e-03 1.0805e-03 2.6656e-02 1.0000e+00
2.7301e-02 3.6444e-02 4.8860e-03 1.2118e-03 2.7908e-02 1.0000e+00
2.8554e-02 4.3351e-02 4.5157e-03 1.3491e-03 2.9140e-02 1.0000e+00
2.9806e-02 3.6595e-02 4.5015e-03 1.4575e-03 3.0425e-02 1.0000e+00
3.1059e-02 2.7697e-02 4.2602e-03 1.4613e-03 3.1675e-02 1.0000e+00
3.2312e-02 3.6715e-02 4.1152e-03 1.5323e-03 3.2926e-02 1.0000e+00
3.3565e-02 3.8580e-02 4.1935e-03 1.5319e-03 3.4180e-02 1.0000e+00
3.4817e-02 3.0799e-02 3.8532e-03 1.5661e-03 3.5429e-02 1.0000e+00
3.6070e-02 3.8347e-02 4.1626e-03 1.6153e-03 3.6687e-02 1.0000e+00
3.7323e-02 2.5912e-02 5.9279e-03 1.9371e-03 3.7903e-02 1.0000e+00
3.8575e-02 1.3180e-02 9.6061e-03 2.2862e-03 3.9193e-02 1.0000e+00
3.9828e-02 3.6168e-02 3.4971e-03 2.6795e-03 4.0407e-02 1.0000e+00
4.1081e-02 3.3453e-02 2.9408e-03 3.0835e-03 4.1723e-02 1.0000e+00
4.2333e-02 2.7525e-02 3.8855e-03 3.7482e-03 4.2974e-02 1.0000e+00
4.3586e-02 3.0547e-02 2.8885e-03 4.1835e-03 4.4131e-02 1.0000e+00
4.4839e-02 2.8896e-02 2.7996e-03 4.7093e-03 4.5534e-02 1.0000e+00
4.6091e-02 2.7161e-02 3.3813e-03 5.3431e-03 4.6666e-02 1.0000e+00
4.7344e-02 3.1703e-02 2.5824e-03 4.4852e-03 4.7930e-02 1.0000e+00
4.8597e-02 2.9731e-02 2.8429e-03 4.6754e-03 4.9322e-02 1.0000e+00
4.9849e-02 2.9261e-02 3.1751e-03 4.8271e-03 5.0474e-02 1.0000e+00
5.1102e-02 3.0145e-02 2.5830e-03 4.5649e-03 5.1790e-02 1.0000e+00
5.2355e-02 3.0818e-02 2.8303e-03 4.8602e-03 5.2984e-02 1.0000e+00
5.3608e-02 3.2279e-02 2.8535e-03 4.4619e-03 5.4177e-02 1.0000e+00
5.4860e-02 3.3808e-02 2.6025e-03 4.5663e-03 5.5501e-02 1.0000e+00
5.6113e-02 3.8119e-02 3.1097e-03 4.5399e-03 5.6716e-02 1.0000e+00
5.7366e-02 4.2947e-02 2.6078e-03 4.3663e-03 5.7991e-02 1.0000e+00
5.8618e-02 5.2023e-02 2.7148e-03 4.4390e-03 5.9271e-02 1.0000e+00
5.9871e-02 5.6398e-02 3.1646e-03 4.4393e-03 6.0513e-02 1.0000e+00
6.1124e-02 6.5621e-02 2.9606e-03 4.4155e-03 6.1710e-02 1.0000e+00
6.2376e-02 8.2023e-02 3.0431e-03 4.2553e-03 6.2977e-02 1.0000e+00
6.3629e-02 9.7041e-02 3.7624e-03 4.3686e-03 6.4232e-02 1.0000e+00
6.4882e-02 1.0773e-01 3.3813e-03 4.1517e-03 6.5468e-02 1.0000e+00
6.6134e-02 1.2198e-01 3.6220e-03 4.1522e-03 6.6827e-02 1.0000e+00
6.7387e-02 1.2739e-01 3.9483e-03 4.4424e-03 6.7982e-02 1.0000e+00
6.8640e-02 1.3138e-01 3.3190e-03 3.8968e-03 6.9276e-02 1.0000e+00
6.9892e-02 1.3151e-01 3.7682e-03 4.4685e-03 7.0570e-02 1.0000e+00
7.1145e-02 1.2564e-01 3.8673e-03 4.0197e-03 7.1680e-02 1.0000e+00
7.2398e-02 1.1486e-01 3.1564e-03 3.9493e-03 7.3065e-02 1.0000e+00
7.3651e-02 1.1028e-01 3.9133e-03 4.3727e-03 7.4234e-02 1.0000e+00
7.4903e-02 9.3572e-02 3.0255e-03 3.7725e-03 7.5480e-02 1.0000e+00
7.6156e-02 7.8849e-02 2.7951e-03 4.0405e-03 7.6841e-02 1.0000e+00
7.7409e-02 7.5152e-02 3.2616e-03 4.0974e-03 7.7988e-02 1.0000e+00
7.8661e-02 5.9844e-02 2.5717e-03 3.8681e-03 7.9256e-02 1.0000e+00
7.9914e-02 5.0896e-02 2.2935e-03 3.8524e-03 8.0554e-02 1.0000e+00
8.1167e-02 4.4952e-02 2.7057e-03 3.9528e-03 8.1801e-02 1.0000e+00
8.2419e-02 3.0312e-02 2.0870e-03 3.9195e-03 8.3032e-02 1.0000e+00
8.3672e-02 2.7097e-02 2.0070e-03 3.7028e-03 8.4312e-02 1.0000e+00
8.4925e-02 2.3122e-02 2.2157e-03 3.9721e-03 8.5562e-02 1.0000e+00
8.6177e-02 1.7091e-02 1.8498e-03 3.8080e-03 8.6743e-02 1.0000e+00
8.7430e-02 1.5290e-02 1.8358e-03 3.6218e-03 8.8088e-02 1.0000e+00
8.8683e-02 1.4057e-02 1.9802e-03 3.8889e-03 8.9304e-02 1.0000e+00
8.9935e-02 1.1377e-02 1.6855e-03 3.6636e-03 9.0563e-02 1.0000e+00
9.1188e-02 1.0584e-02 1.8963e-03 3.7205e-03 9.1860e-02 1.0000e+00
9.2441e-02 9.4855e-03 1.7666e-03 3.8266e-03 9.2991e-02 1.0000e+00
9.3694e-02 7.7939e-03 1.6559e-03 3.5726e-03 9.4306e-02 1.0000e+00
9.4946e-02 9.4919e-03 1.8565e-03 3.8275e-03 9.5497e-02 1.0000e+00
9.6199e-02 1.2764e-02 1.7194e-03 3.4299e-03 9.6762e-02 1.0000e+00
9.7452e-02 1.1908e-02 1.6423e-03 3.6537e-03 9.8120e-02 1.0000e+00
9.8704e-02 1.1264e-02 1.8776e-03 3.5620e-03 9.9305e-02 1.0000e+00
9.9957e-02 1.0784e-02 1.7396e-03 3.4661e-03 1.0064e-01 1.0000e+00
1.0121e-01 1.0414e-02 1.6519e-03 3.8156e-03 1.0185e-01 1.0000e+00
1.0246e-01 1.3582e-02 1.8360e-03 3.3882e-03 1.0304e-01 1.0000e+00
1.0372e-01 1.0413e-02 1.6707e-03 3.5907e-03 1.0434e-01 1.0000e+00
1.0497e-01 1.0139e-02 1.7226e-03 3.4454e-03 1.0558e-01 1.0000e+00
1.0622e-01 1.2944e-02 1.9492e-03 3.4345e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.3774e-02 1.6150e-03 3.5054e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.2995e-02 1.7822e-03 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.6475e-02 1.8341e-03 3.4828e-03 1.1058e-01 1.0000e+00
1.1123e-01 1.6492e-02 1.6906e-03 3.3716e-03 1.1184e-01 1.0000e+00
1.1248e-01 1.7726e-02 1.8731e-03 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.4744e-02 1.9038e-03 3.3207e-03 1.1426e-01 1.0000e+00
1.1499e-01 1.5425e-02 1.6147e-03 3.2333e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.6358e-02 1.8868e-03 3.5587e-03 1.1687e-01 1.0000e+00
1.1749e-01 1.4659e-02 1.6467e-03 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.1985e-02 1.6464e-03 3.2933e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.4938e-02 1.8661e-03 3.4763e-03 1.2058e-01 1.0000e+00
