Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
3.5000e-03 6.2766e+01 1.0562e-01 -1.0171e-01 1.1105e-02 6.6956e+01 1.0722e-01 -1.1355e-01 1.0967e-02 2.6120e-03 4.1872e-03 1.0000e+00
4.7527e-03 1.2590e+01 4.3305e-02 9.4418e-02 5.9146e-03 1.3312e+01 4.3782e-02 8.5877e-02 5.8309e-03 2.2781e-03 5.4548e-03 1.0000e+00
6.0054e-03 4.6270e+00 2.3913e-02 1.2520e-01 4.8424e-03 5.1026e+00 2.4575e-02 1.0934e-01 4.7304e-03 1.9906e-03 6.6953e-03 1.0000e+00
7.2581e-03 2.2920e+00 1.6293e-02 1.1895e-01 4.0367e-03 2.3607e+00 1.6295e-02 1.3035e-01 4.0784e-03 1.8735e-03 7.9338e-03 1.0000e+00
8.5108e-03 1.2679e+00 1.1258e-02 1.2731e-01 3.6610e-03 1.4177e+00 1.1611e-02 1.2266e-01 3.6164e-03 1.7241e-03 9.1537e-03 1.0000e+00
9.7634e-03 7.2368e-01 8.3685e-03 1.2457e-01 3.2303e-03 8.3370e-01 8.6831e-03 1.2572e-01 3.2171e-03 1.6112e-03 1.0394e-02 1.0000e+00
1.1016e-02 5.2084e-01 6.5700e-03 1.1416e-01 2.9144e-03 5.6807e-01 6.6967e-03 1.1087e-01 2.8845e-03 1.4994e-03 1.1659e-02 1.0000e+00
1.2269e-02 3.9669e-01 5.6465e-03 1.1835e-01 2.8356e-03 3.9006e-01 5.5634e-03 1.1638e-01 2.8144e-03 1.4475e-03 1.2920e-02 1.0000e+00
1.3522e-02 2.4270e-01 4.7326e-03 1.0075e-01 2.8201e-03 2.5251e-01 4.7406e-03 8.5592e-02 2.7476e-03 1.3719e-03 1.4171e-02 1.0000e+00
1.4774e-02 2.2730e-01 4.2799e-03 1.0379e-01 2.4612e-03 2.5217e-01 4.3720e-03 1.0513e-01 2.4559e-03 1.3416e-03 1.5410e-02 1.0000e+00
1.6027e-02 1.6859e-01 3.7498e-03 9.9406e-02 2.3565e-03 1.9494e-01 3.8519e-03 9.8109e-02 2.3412e-03 1.2585e-03 1.6655e-02 1.0000e+00
1.7280e-02 1.3293e-01 3.4975e-03 7.1607e-02 2.3175e-03 1.4570e-01 3.5415e-03 8.0428e-02 2.3452e-03 1.2300e-03 1.7911e-02 1.0000e+00
1.8532e-02 1.1238e-01 3.2453e-03 7.8514e-02 2.2254e-03 1.2849e-01 3.3069e-03 8.2894e-02 2.2338e-03 1.1805e-03 1.9162e-02 1.0000e+00
1.9785e-02 1.0330e-01 2.8982e-03 8.5511e-02 2.0871e-03 1.2374e-01 2.9878e-03 7.8736e-02 2.0542e-03 1.1445e-03 2.0421e-02 1.0000e+00
2.1038e-02 9.9524e-02 2.7359e-03 7.7369e-02 1.9468e-03 9.3821e-02 2.6884e-03 7.8233e-02 1.9437e-03 1.1117e-03 2.1677e-02 1.0000e+00
2.2290e-02 7.7824e-02 2.6164e-03 6.3094e-02 2.0772e-03 9.8573e-02 2.7136e-03 5.1285e-02 2.0299e-03 1.0833e-03 2.2932e-02 1.0000e+00
2.3543e-02 6.6655e-02 2.5309e-03 6.5788e-02 1.8098e-03 7.6610e-02 2.5690e-03 6.8255e-02 1.8133e-03 1.0522e-03 2.4185e-02 1.0000e+00
2.4796e-02 6.7958e-02 2.3713e-03 6.2167e-02 1.8175e-03 6.8792e-02 2.3637e-03 5.9335e-02 1.8028e-03 1.0223e-03 2.5446e-02 1.0000e+00
2.6048e-02 5.4774e-02 2.2747e-03 6.3226e-02 1.7902e-03 6.6518e-02 2.3266e-03 5.1297e-02 1.7441e-03 1.0754e-03 2.6675e-02 1.0000e+00
2.7301e-02 4.6858e-02 2.2359e-03 4.7346e-02 1.7124e-03 6.0003e-02 2.2977e-03 5.2543e-02 1.7270e-03 1.2314e-03 2.7918e-02 1.0000e+00
2.8554e-02 4.7048e-02 2.1356e-03 5.3075e-02 1.6999e-03 5.3931e-02 2.1626e-03 4.6702e-02 1.6751e-03 1.3333e-03 2.9147e-02 1.0000e+00
2.9806e-02 4.2614e-02 2.3095e-03 4.3060e-02 1.7309e-03 4.1147e-02 2.2909e-03 4.4368e-02 1.7325e-03 1.4694e-03 3.0438e-02 1.0000e+00
3.1059e-02 4.4740e-02 2.2981e-03 3.6045e-02 1.7709e-03 5.8496e-02 2.3692e-03 3.6637e-02 1.7697e-03 1.4614e-03 3.1680e-02 1.0000e+00
3.2312e-02 4.5549e-02 2.2865e-03 3.1606e-02 1.7922e-03 6.0300e-02 2.3751e-03 3.0575e-02 1.7855e-03 1.5279e-03 3.2935e-02 1.0000e+00
3.3565e-02 3.2598e-02 2.2870e-03 3.8401e-02 1.7342e-03 5.2439e-02 2.4106e-03 4.2090e-02 1.7487e-03 1.5410e-03 3.4186e-02 1.0000e+00
3.4817e-02 3.2034e-02 2.3680e-03 3.0521e-02 1.8824e-03 5.2900e-02 2.5015e-03 2.9128e-02 1.8725e-03 1.5755e-03 3.5423e-02 1.0000e+00
3.6070e-02 5.7211e-02 2.3134e-03 1.9747e-02 1.8867e-03 6.9774e-02 2.3990e-03 2.6649e-02 1.9156e-03 1.5904e-03 3.6683e-02 1.0000e+00
3.7323e-02 4.2650e-02 2.3069e-03 1.8552e-02 1.8582e-03 5.3834e-02 2.3816e-03 1.8671e-02 1.8568e-03 1.9506e-03 3.7900e-02 1.0000e+00
3.8575e-02 4.6545e-02 2.4692e-03 3.8167e-02 1.8236e-03 4.2553e-02 2.4303e-03 3.4012e-02 1.8005e-03 2.2738e-03 3.9186e-02 1.0000e+00
3.9828e-02 4.1644e-02 2.6103e-03 2.6106e-02 1.9820e-03 3.7922e-02 2.5756e-03 2.3231e-02 1.9629e-03 2.6458e-03 4.0408e-02 1.0000e+00
4.1081e-02 3.8645e-02 2.3946e-03 2.8441e-02 2.0335e-03 5.9915e-02 2.5651e-03 2.6632e-02 2.0181e-03 3.1056e-03 4.1723e-02 1.0000e+00
4.2333e-02 2.7015e-02 3.0115e-03 1.9552e-02 2.3770e-03 4.9277e-02 3.2223e-03 2.0919e-02 2.3809e-03 3.6859e-03 4.2967e-02 1.0000e+00
4.3586e-02 4.0727e-02 2.7042e-03 1.4708e-02 1.9222e-03 4.1619e-02 2.7018e-03 1.6476e-02 1.9405e-03 4.2071e-03 4.4124e-02 1.0000e+00
4.4839e-02 3.8429e-02 1.9551e-03 2.1211e-02 9.9387e-04 5.2059e-02 2.0948e-03 2.2269e-02 9.7380e-04 4.6567e-03 4.5528e-02 1.0000e+00
4.6091e-02 3.2767e-02 1.2753e-03 1.2000e-02 7.9447e-04 4.1659e-02 1.3131e-03 1.2910e-02 7.9751e-04 5.3431e-03 4.6669e-02 1.0000e+00
4.7344e-02 3.7751e-02 1.2472e-03 1.2676e-02 6.8083e-04 4.1357e-02 1.2930e-03 1.1248e-02 6.7077e-04 4.4852e-03 4.7932e-02 1.0000e+00
4.8597e-02 3.2406e-02 1.1793e-03 1.3805e-02 6.1592e-04 3.3786e-02 1.1729e-03 1.5020e-02 6.1396e-04 4.6754e-03 4.9324e-02 1.0000e+00
4.9849e-02 3.2412e-02 1.2253e-03 9.7485e-03 6.6903e-04 2.9515e-02 1.1963e-03 1.1678e-02 6.8276e-04 4.8271e-03 5.0477e-02 1.0000e+00
5.1102e-02 3.3354e-02 1.2727e-03 1.3433e-02 6.3339e-04 3.3486e-02 1.2833e-03 1.0883e-02 6.1712e-04 4.6196e-03 5.1779e-02 1.0000e+00
5.2355e-02 3.7591e-02 1.0823e-03 1.1027e-02 6.0834e-04 4.2104e-02 1.1183e-03 1.0408e-02 6.0181e-04 4.7966e-03 5.2970e-02 1.0000e+00
5.3608e-02 3.4236e-02 1.2056e-03 1.1072e-02 6.0743e-04 3.9057e-02 1.2218e-03 9.9590e-03 5.9386e-04 4.4619e-03 5.4180e-02 1.0000e+00
5.4860e-02 4.4909e-02 1.1293e-03 7.2176e-03 6.0820e-04 5.2713e-02 1.1701e-03 7.5243e-03 6.1384e-04 4.5663e-03 5.5504e-02 1.0000e+00
5.6113e-02 4.3888e-02 1.1054e-03 8.9003e-03 5.6209e-04 4.5538e-02 1.0932e-03 6.9263e-03 5.5209e-04 4.5399e-03 5.6719e-02 1.0000e+00
5.7366e-02 4.8699e-02 1.2234e-03 1.9989e-03 6.1465e-04 5.3357e-02 1.2378e-03 2.6332e-03 6.1968e-04 4.3663e-03 5.7993e-02 1.0000e+00
5.8618e-02 5.8059e-02 1.1849e-03 4.6002e-03 5.9120e-04 6.6617e-02 1.2385e-03 6.3443e-03 6.0072e-04 4.4390e-03 5.9273e-02 1.0000e+00
