Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
3.5000e-03 6.6908e+01 2.0380e-01 -9.3647e-03 1.8974e-02 7.5045e+01 2.1173e-01 -2.9785e-02 1.8462e-02 2.6878e-03 4.1795e-03 1.0000e+00
4.7527e-03 1.1175e+01 7.3001e-02 6.4424e-02 9.5515e-03 1.2797e+01 7.6448e-02 9.9572e-02 9.6180e-03 2.2466e-03 5.4397e-03 1.0000e+00
6.0054e-03 4.5650e+00 4.1359e-02 9.4264e-02 6.6578e-03 5.2077e+00 4.3104e-02 1.1118e-01 6.7690e-03 2.0123e-03 6.6902e-03 1.0000e+00
7.2581e-03 2.1787e+00 2.5374e-02 7.0930e-02 5.3409e-03 2.6313e+00 2.6968e-02 9.0280e-02 5.4434e-03 1.8473e-03 7.9324e-03 1.0000e+00
8.5108e-03 1.2465e+00 1.8249e-02 5.6267e-02 5.3020e-03 1.3204e+00 1.8205e-02 7.9237e-02 5.4268e-03 1.7311e-03 9.1688e-03 1.0000e+00
9.7634e-03 7.4262e-01 1.3075e-02 7.9492e-02 4.5850e-03 8.7619e-01 1.3727e-02 6.8883e-02 4.4982e-03 1.6169e-03 1.0401e-02 1.0000e+00
1.1016e-02 5.1945e-01 1.0513e-02 6.8643e-02 4.2584e-03 5.7418e-01 1.0753e-02 9.0949e-02 4.3412e-03 1.5133e-03 1.1649e-02 1.0000e+00
1.2269e-02 4.2059e-01 9.1932e-03 7.3512e-02 4.1516e-03 4.3413e-01 9.1054e-03 7.9848e-02 4.1378e-03 1.4475e-03 1.2903e-02 1.0000e+00
1.3522e-02 3.4259e-01 8.2137e-03 7.1803e-02 3.7312e-03 2.4349e-01 7.3329e-03 6.7701e-02 3.6424e-03 1.3684e-03 1.4159e-02 1.0000e+00
1.4774e-02 2.2851e-01 6.3514e-03 5.4774e-02 3.6217e-03 2.8147e-01 6.9859e-03 3.9599e-02 3.4500e-03 1.3100e-03 1.5429e-02 1.0000e+00
1.6027e-02 2.0279e-01 6.1695e-03 4.6598e-02 3.2931e-03 2.0432e-01 5.9800e-03 6.8773e-02 3.4288e-03 1.2751e-03 1.6683e-02 1.0000e+00
1.7280e-02 1.7320e-01 5.1630e-03 6.0728e-02 3.0427e-03 2.0054e-01 5.3785e-03 8.0185e-02 3.1812e-03 1.2201e-03 1.7933e-02 1.0000e+00
1.8532e-02 1.4482e-01 5.0616e-03 5.1441e-02 3.1909e-03 1.5730e-01 5.1318e-03 5.2083e-02 3.1732e-03 1.1941e-03 1.9176e-02 1.0000e+00
1.9785e-02 1.0794e-01 4.4415e-03 5.0906e-02 2.8040e-03 1.2998e-01 4.5740e-03 5.3220e-02 2.8071e-03 1.1465e-03 2.0419e-02 1.0000e+00
2.1038e-02 9.6447e-02 4.4547e-03 4.0118e-02 2.8274e-03 1.0047e-01 4.4075e-03 4.7864e-02 2.8492e-03 1.1062e-03 2.1678e-02 1.0000e+00
2.2290e-02 7.2317e-02 3.8415e-03 5.9404e-02 2.6861e-03 1.2612e-01 4.3358e-03 4.8073e-02 2.6226e-03 1.0799e-03 2.2942e-02 1.0000e+00
2.3543e-02 7.2179e-02 3.6590e-03 4.9515e-02 2.6041e-03 9.8033e-02 3.8737e-03 4.1828e-02 2.5640e-03 1.0602e-03 2.4192e-02 1.0000e+00
2.4796e-02 9.7628e-02 3.6858e-03 4.8667e-02 2.6036e-03 8.4621e-02 3.5352e-03 3.7799e-02 2.5339e-03 1.0237e-03 2.5443e-02 1.0000e+00
2.6048e-02 6.4509e-02 3.6441e-03 3.7816e-02 2.3654e-03 6.3062e-02 3.5739e-03 5.1902e-02 2.4503e-03 1.0771e-03 2.6664e-02 1.0000e+00
2.7301e-02 6.2100e-02 3.4875e-03 3.2146e-02 2.5235e-03 7.1656e-02 3.5075e-03 3.2498e-02 2.5219e-03 1.2094e-03 2.7929e-02 1.0000e+00
2.8554e-02 5.9302e-02 3.3285e-03 4.4399e-02 2.3732e-03 6.2171e-02 3.2959e-03 3.0395e-02 2.2814e-03 1.3523e-03 2.9162e-02 1.0000e+00
2.9806e-02 4.8003e-02 3.1140e-03 2.7713e-02 2.3619e-03 6.8247e-02 3.2602e-03 2.6090e-02 2.3505e-03 1.4858e-03 3.0427e-02 1.0000e+00
3.1059e-02 6.2821e-02 3.0354e-03 3.4123e-02 2.1530e-03 5.8547e-02 2.9902e-03 3.5587e-02 2.1590e-03 1.4573e-03 3.1659e-02 1.0000e+00
3.2312e-02 4.5050e-02 3.0064e-03 3.6019e-02 2.1247e-03 5.1032e-02 3.0402e-03 2.7365e-02 2.0758e-03 1.5191e-03 3.2923e-02 1.0000e+00
3.3565e-02 5.0498e-02 2.8916e-03 1.1889e-02 2.2744e-03 5.6189e-02 2.9207e-03 1.0606e-02 2.2672e-03 1.5365e-03 3.4182e-02 1.0000e+00
3.4817e-02 3.2766e-02 2.6890e-03 2.1224e-02 2.2127e-03 4.1166e-02 2.7438e-03 1.9645e-02 2.2037e-03 1.5568e-03 3.5434e-02 1.0000e+00
3.6070e-02 3.7823e-02 3.0183e-03 2.0150e-02 2.4457e-03 3.7251e-02 3.0064e-03 1.6783e-02 2.4308e-03 1.6053e-03 3.6700e-02 1.0000e+00
3.7323e-02 1.7685e-02 4.2397e-03 1.4384e-02 2.9125e-03 3.2374e-02 4.4239e-03 1.5657e-02 2.9245e-03 1.9938e-03 3.7913e-02 1.0000e+00
3.8575e-02 6.3483e-02 1.0969e-02 1.8835e-03 4.9258e-03 5.7374e-02 1.0671e-02 -2.4879e-03 4.7547e-03 2.2862e-03 3.9193e-02 1.0000e+00
3.9828e-02 4.5619e-02 1.7916e-03 1.1556e-02 1.3097e-03 6.2010e-02 1.9123e-03 1.2347e-02 1.3105e-03 2.7142e-03 4.0403e-02 1.0000e+00
4.1081e-02 3.6676e-02 1.5597e-03 1.4426e-02 8.2028e-04 4.8259e-02 1.6508e-03 1.6276e-02 8.3217e-04 3.0835e-03 4.1717e-02 1.0000e+00
4.2333e-02 3.4510e-02 2.0110e-03 1.3058e-02 1.0741e-03 3.7608e-02 2.0338e-03 1.0380e-02 1.0352e-03 3.7596e-03 4.2968e-02 1.0000e+00
4.3586e-02 3.2841e-02 1.6343e-03 1.4777e-02 9.0581e-04 3.8349e-02 1.6632e-03 1.4076e-02 8.9842e-04 4.2071e-03 4.4125e-02 1.0000e+00
4.4839e-02 3.9713e-02 1.6585e-03 1.2003e-02 7.9433e-04 3.5553e-02 1.6079e-03 9.0358e-03 7.6452e-04 4.7093e-03 4.5536e-02 1.0000e+00
4.6091e-02 3.1252e-02 1.8700e-03 1.7391e-02 9.2156e-04 3.2634e-02 1.8707e-03 1.5053e-02 8.8999e-04 5.3431e-03 4.6669e-02 1.0000e+00
4.7344e-02 3.1312e-02 1.5347e-03 5.9085e-03 8.2093e-04 4.0094e-02 1.5855e-03 7.9738e-03 8.3238e-04 4.4852e-03 4.7932e-02 1.0000e+00
4.8597e-02 2.5996e-02 1.4869e-03 9.4682e-03 8.1332e-04 3.8709e-02 1.5896e-03 7.9096e-03 7.9693e-04 4.6754e-03 4.9324e-02 1.0000e+00
4.9849e-02 3.5849e-02 1.8803e-03 7.4214e-03 1.0018e-03 4.3836e-02 1.9366e-03 9.6903e-03 1.0178e-03 4.8271e-03 5.0477e-02 1.0000e+00
5.1102e-02 4.3089e-02 1.4316e-03 6.8435e-03 7.4199e-04 3.8464e-02 1.3835e-03 6.0281e-03 7.3417e-04 4.6196e-03 5.1779e-02 1.0000e+00
5.2355e-02 4.7390e-02 1.6616e-03 1.6226e-03 7.9641e-04 4.5585e-02 1.6300e-03 4.1865e-03 8.1881e-04 4.7966e-03 5.2970e-02 1.0000e+00
5.3608e-02 4.8435e-02 1.7000e-03 5.6359e-03 8.4872e-04 4.1738e-02 1.6382e-03 5.3788e-03 8.4586e-04 4.4619e-03 5.4180e-02 1.0000e+00
5.4860e-02 4.2626e-02 1.4921e-03 3.5760e-03 6.5217e-04 4.6555e-02 1.5090e-03 5.2873e-03 6.6554e-04 4.5663e-03 5.5503e-02 1.0000e+00
5.6113e-02 4.4004e-02 1.7852e-03 8.1116e-03 7.6500e-04 5.2888e-02 1.8509e-03 8.3697e-03 7.6490e-04 4.5399e-03 5.6719e-02 1.0000e+00
5.7366e-02 4.5522e-02 1.5196e-03 4.3976e-03 7.2597e-04 4.7984e-02 1.5239e-03 3.9375e-03 7.2186e-04 4.3663e-03 5.7993e-02 1.0000e+00
5.8618e-02 5.0898e-02 1.5179e-03 8.9200e-03 6.0945e-04 6.2340e-02 1.5854e-03 6.4567e-03 5.8493e-04 4.4390e-03 5.9273e-02 1.0000e+00
5.9871e-02 5.7292e-02 1.7616e-03 2.2237e-03 6.5705e-04 6.3091e-02 1.7921e-03 6.5032e-03 7.0084e-04 4.4393e-03 6.0516e-02 1.0000e+00
6.1124e-02 6.6391e-02 1.5566e-03 8.2019e-03 6.0942e-04 8.7377e-02 1.6720e-03 8.0646e-03 6.0593e-04 4.4400e-03 6.1705e-02 1.0000e+00
6.2376e-02 9.3051e-02 1.7046e-03 5.4374e-03 6.2814e-04 9.7106e-02 1.7114e-03 7.8102e-03 6.4528e-04 4.2337e-03 6.2973e-02 1.0000e+00
6.3629e-02 1.0973e-01 2.0561e-03 3.2986e-03 6.2434e-04 9.6299e-02 1.9460e-03 6.0696e-03 6.5329e-04 4.3686e-03 6.4235e-02 1.0000e+00
6.4882e-02 1.0385e-01 1.7888e-03 2.7055e-03 6.7743e-04 1.2097e-01 1.8573e-03 1.5793e-03 6.6831e-04 4.1517e-03 6.5470e-02 1.0000e+00
6.6134e-02 1.3349e-01 1.9607e-03 1.9827e-03 6.5681e-04 1.4954e-01 2.0228e-03 2.1911e-03 6.5676e-04 4.1522e-03 6.6830e-02 1.0000e+00
6.7387e-02 1.3144e-01 2.0866e-03 6.5689e-03 7.4047e-04 1.5957e-01 2.2192e-03 5.8829e-03 7.3245e-04 4.4424e-03 6.7985e-02 1.0000e+00
6.8640e-02 1.3495e-01 1.7532e-03 1.6628e-03 5.8490e-04 1.5246e-01 1.8168e-03 3.3687e-03 5.9550e-04 3.8968e-03 6.9279e-02 1.0000e+00
