Q, I, DelI, Q_Unc, Q_mean, Shadow
4.7344e-02 2.8778e-02 1.3342e-03 4.4852e-03 4.7930e-02 1.0000e+00
4.8597e-02 3.0772e-02 1.3600e-03 4.6754e-03 4.9322e-02 1.0000e+00
4.9849e-02 3.1123e-02 1.3595e-03 4.8271e-03 5.0474e-02 1.0000e+00
5.1102e-02 3.0765e-02 1.3532e-03 4.5649e-03 5.1790e-02 1.0000e+00
5.2355e-02 3.1363e-02 1.3295e-03 4.8602e-03 5.2984e-02 1.0000e+00
5.3608e-02 3.2435e-02 1.2824e-03 4.4619e-03 5.4177e-02 1.0000e+00
5.4860e-02 3.6279e-02 1.3258e-03 4.5663e-03 5.5501e-02 1.0000e+00
5.6113e-02 3.9098e-02 1.3049e-03 4.5399e-03 5.6716e-02 1.0000e+00
5.7366e-02 4.2244e-02 1.3140e-03 4.3663e-03 5.7991e-02 1.0000e+00
5.8618e-02 5.2002e-02 1.3552e-03 4.4390e-03 5.9271e-02 1.0000e+00
5.9871e-02 5.6996e-02 1.3510e-03 4.4393e-03 6.0513e-02 1.0000e+00
6.1124e-02 6.8793e-02 1.4486e-03 4.4155e-03 6.1710e-02 1.0000e+00
6.2376e-02 8.0479e-02 1.4630e-03 4.2553e-03 6.2977e-02 1.0000e+00
6.3629e-02 9.4766e-02 1.5836e-03 4.3686e-03 6.4232e-02 1.0000e+00
6.4882e-02 1.0705e-01 1.6013e-03 4.1517e-03 6.5468e-02 1.0000e+00
6.6134e-02 1.2102e-01 1.6440e-03 4.1522e-03 6.6827e-02 1.0000e+00
6.7387e-02 1.2564e-01 1.7528e-03 4.4424e-03 6.7982e-02 1.0000e+00
6.8640e-02 1.2860e-01 1.5566e-03 3.8968e-03 6.9276e-02 1.0000e+00
6.9892e-02 1.2767e-01 1.7586e-03 4.4685e-03 7.0570e-02 1.0000e+00
7.1145e-02 1.2298e-01 1.6332e-03 4.0197e-03 7.1680e-02 1.0000e+00
7.2398e-02 1.1473e-01 1.5242e-03 3.9493e-03 7.3065e-02 1.0000e+00
7.3651e-02 1.0482e-01 1.5122e-03 4.3727e-03 7.4234e-02 1.0000e+00
7.4903e-02 9.1631e-02 1.3912e-03 3.7725e-03 7.5480e-02 1.0000e+00
7.6156e-02 7.9523e-02 1.3593e-03 4.0405e-03 7.6841e-02 1.0000e+00
7.7409e-02 6.8470e-02 1.2706e-03 4.0974e-03 7.7988e-02 1.0000e+00
7.8661e-02 5.6685e-02 1.2036e-03 3.8681e-03 7.9256e-02 1.0000e+00
7.9914e-02 4.8967e-02 1.0979e-03 3.8524e-03 8.0554e-02 1.0000e+00
8.1167e-02 4.1394e-02 1.0829e-03 3.9528e-03 8.1801e-02 1.0000e+00
8.2419e-02 3.1720e-02 1.0261e-03 3.9195e-03 8.3032e-02 1.0000e+00
8.3672e-02 2.7009e-02 9.2751e-04 3.7028e-03 8.4312e-02 1.0000e+00
8.4925e-02 2.2463e-02 9.3859e-04 3.9721e-03 8.5562e-02 1.0000e+00
8.6177e-02 1.8775e-02 8.9097e-04 3.8080e-03 8.6743e-02 1.0000e+00
8.7430e-02 1.6691e-02 8.2581e-04 3.6218e-03 8.8088e-02 1.0000e+00
8.8683e-02 1.3615e-02 8.6517e-04 3.8889e-03 8.9304e-02 1.0000e+00
8.9935e-02 1.1536e-02 8.2679e-04 3.6636e-03 9.0563e-02 1.0000e+00
9.1188e-02 1.1133e-02 8.2046e-04 3.7205e-03 9.1860e-02 1.0000e+00
9.2441e-02 9.9194e-03 8.1917e-04 3.8266e-03 9.2991e-02 1.0000e+00
9.3694e-02 8.9539e-03 7.8244e-04 3.5726e-03 9.4306e-02 1.0000e+00
9.4946e-02 9.6552e-03 7.7767e-04 3.8275e-03 9.5497e-02 1.0000e+00
9.6199e-02 1.0435e-02 7.6683e-04 3.4299e-03 9.6762e-02 1.0000e+00
9.7452e-02 9.5316e-03 7.8067e-04 3.6537e-03 9.8120e-02 1.0000e+00
9.8704e-02 9.7190e-03 7.7639e-04 3.5620e-03 9.9305e-02 1.0000e+00
9.9957e-02 1.0807e-02 7.9194e-04 3.4661e-03 1.0064e-01 1.0000e+00
1.0121e-01 9.5863e-03 7.8037e-04 3.8156e-03 1.0185e-01 1.0000e+00
1.0246e-01 1.0951e-02 7.4927e-04 3.3882e-03 1.0304e-01 1.0000e+00
1.0372e-01 1.1792e-02 7.8998e-04 3.5907e-03 1.0434e-01 1.0000e+00
1.0497e-01 1.0010e-02 7.6531e-04 3.4454e-03 1.0558e-01 1.0000e+00
1.0622e-01 1.2747e-02 7.8179e-04 3.4345e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.3069e-02 7.8325e-04 3.5054e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.3252e-02 7.6428e-04 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.4974e-02 7.6843e-04 3.4828e-03 1.1058e-01 1.0000e+00
1.1123e-01 1.3654e-02 7.7117e-04 3.3716e-03 1.1184e-01 1.0000e+00
1.1248e-01 1.4277e-02 7.5531e-04 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.3313e-02 7.8793e-04 3.3207e-03 1.1426e-01 1.0000e+00
1.1499e-01 1.4480e-02 7.3985e-04 3.2333e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.3057e-02 7.5976e-04 3.5587e-03 1.1687e-01 1.0000e+00
1.1749e-01 1.2763e-02 7.2722e-04 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.2576e-02 7.3659e-04 3.2933e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.3538e-02 7.5563e-04 3.4763e-03 1.2058e-01 1.0000e+00
