Q, I, DelI, Q_Unc, Q_mean, Shadow
1.0622e-01 1.1713e-02 1.3739e-03 3.4345e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.2761e-02 1.4302e-03 3.5054e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.3786e-02 1.3500e-03 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.5056e-02 1.3911e-03 3.4828e-03 1.1058e-01 1.0000e+00
1.1123e-01 1.0857e-02 1.4067e-03 3.3716e-03 1.1184e-01 1.0000e+00
1.1248e-01 1.1619e-02 1.3745e-03 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.1675e-02 1.3950e-03 3.3207e-03 1.1426e-01 1.0000e+00
1.1499e-01 1.4204e-02 1.2999e-03 3.2333e-03 1.1564e-01 1.0000e+00
1.1624e-01 9.9463e-03 1.4082e-03 3.5587e-03 1.1687e-01 1.0000e+00
1.1749e-01 1.2034e-02 1.3019e-03 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.3186e-02 1.2511e-03 3.2933e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.2571e-02 1.3290e-03 3.4763e-03 1.2058e-01 1.0000e+00
