Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
3.5000e-03 4.6615e+01 1.0182e-01 1.2568e-01 1.1135e-02 4.7716e+01 1.0164e-01 1.4036e-01 1.1160e-02 2.6878e-03 4.1795e-03 1.0000e+00
4.7527e-03 1.1362e+01 4.7444e-02 1.1989e-01 7.0893e-03 1.1314e+01 4.6891e-02 1.3931e-01 7.1719e-03 2.2466e-03 5.4397e-03 1.0000e+00
6.0054e-03 4.6263e+00 2.5921e-02 1.5550e-01 5.2404e-03 4.5938e+00 2.5601e-02 1.6205e-01 5.2568e-03 2.0123e-03 6.6902e-03 1.0000e+00
7.2581e-03 2.0597e+00 1.7589e-02 1.4403e-01 5.0667e-03 1.9273e+00 1.7096e-02 1.5172e-01 5.0880e-03 1.8473e-03 7.9324e-03 1.0000e+00
8.5108e-03 1.2241e+00 1.2207e-02 1.6770e-01 4.4709e-03 1.2793e+00 1.2268e-02 1.4046e-01 4.3353e-03 1.7311e-03 9.1688e-03 1.0000e+00
9.7634e-03 6.8111e-01 9.5103e-03 1.3969e-01 4.0021e-03 7.0962e-01 9.5336e-03 1.4429e-01 4.0076e-03 1.6169e-03 1.0401e-02 1.0000e+00
1.1016e-02 4.9581e-01 7.4866e-03 1.2762e-01 3.7766e-03 5.0236e-01 7.4531e-03 1.2783e-01 3.7654e-03 1.5133e-03 1.1649e-02 1.0000e+00
1.2269e-02 2.6805e-01 5.9556e-03 1.1856e-01 3.4942e-03 3.4281e-01 6.2329e-03 1.2651e-01 3.5110e-03 1.4475e-03 1.2903e-02 1.0000e+00
1.3522e-02 2.7428e-01 5.5137e-03 1.1320e-01 3.3946e-03 2.6151e-01 5.4200e-03 1.0920e-01 3.3713e-03 1.3684e-03 1.4159e-02 1.0000e+00
1.4774e-02 2.0255e-01 4.8289e-03 1.4131e-01 2.9837e-03 1.8725e-01 4.7266e-03 1.3051e-01 2.9319e-03 1.3100e-03 1.5429e-02 1.0000e+00
1.6027e-02 1.5554e-01 4.2258e-03 8.1649e-02 3.2345e-03 1.7826e-01 4.3122e-03 9.5748e-02 3.2713e-03 1.2751e-03 1.6683e-02 1.0000e+00
1.7280e-02 1.2143e-01 3.8702e-03 7.8804e-02 2.9747e-03 1.3732e-01 3.9280e-03 8.9387e-02 3.0013e-03 1.2201e-03 1.7933e-02 1.0000e+00
