Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
3.5000e-03 5.5658e+01 6.9077e-02 5.5278e-01 1.7389e-02 7.8455e+01 1.1899e-01 4.4476e-01 1.5977e-02 2.6366e-03 4.1967e-03 1.0000e+00
4.7527e-03 1.0890e+01 2.7163e-02 1.3756e-01 7.7151e-03 1.5382e+01 4.6243e-02 1.1889e-01 7.2691e-03 2.2943e-03 5.4469e-03 1.0000e+00
6.0054e-03 4.1133e+00 1.5480e-02 4.1211e-02 5.3375e-03 5.6640e+00 2.5850e-02 5.6583e-02 5.3558e-03 1.9906e-03 6.6820e-03 1.0000e+00
7.2581e-03 2.0708e+00 1.0182e-02 2.8831e-02 4.1774e-03 2.7974e+00 1.6778e-02 1.5577e-02 3.9820e-03 1.8473e-03 7.9408e-03 1.0000e+00
8.5108e-03 1.1207e+00 7.4556e-03 1.3538e-02 3.6259e-03 1.4551e+00 1.1817e-02 1.8032e-02 3.6422e-03 1.7382e-03 9.1712e-03 1.0000e+00
9.7634e-03 6.5034e-01 5.7165e-03 2.2881e-02 3.2393e-03 8.9710e-01 8.9053e-03 2.7989e-02 3.2656e-03 1.6169e-03 1.0394e-02 1.0000e+00
1.1016e-02 4.4231e-01 4.4412e-03 2.3646e-02 2.9773e-03 6.2377e-01 6.9834e-03 2.8568e-02 3.0056e-03 1.5040e-03 1.1653e-02 1.0000e+00
1.2269e-02 3.0217e-01 3.7717e-03 3.5734e-02 2.9582e-03 4.3868e-01 5.8451e-03 2.6614e-02 2.8679e-03 1.4517e-03 1.2911e-02 1.0000e+00
1.3522e-02 2.1678e-01 3.4022e-03 1.0969e-02 2.8470e-03 3.1253e-01 5.0315e-03 4.8055e-03 2.7914e-03 1.3719e-03 1.4163e-02 1.0000e+00
1.4774e-02 1.9645e-01 2.9779e-03 1.6631e-02 2.4110e-03 2.7822e-01 4.4575e-03 3.7788e-02 2.5802e-03 1.3255e-03 1.5416e-02 1.0000e+00
1.6027e-02 1.2695e-01 2.7288e-03 2.4306e-02 2.4498e-03 1.6743e-01 3.8045e-03 1.7717e-02 2.3943e-03 1.2640e-03 1.6669e-02 1.0000e+00
1.7280e-02 1.1415e-01 2.5683e-03 1.7046e-02 2.4677e-03 1.4026e-01 3.5487e-03 1.7359e-02 2.4666e-03 1.2300e-03 1.7922e-02 1.0000e+00
1.8532e-02 7.8746e-02 2.4338e-03 1.2351e-02 2.3270e-03 1.2301e-01 3.3654e-03 1.6517e-02 2.3531e-03 1.1827e-03 1.9169e-02 1.0000e+00
1.9785e-02 7.7932e-02 2.1773e-03 2.3390e-02 2.2130e-03 1.1258e-01 3.0160e-03 2.6065e-02 2.2279e-03 1.1486e-03 2.0422e-02 1.0000e+00
2.1038e-02 7.3186e-02 2.0425e-03 2.1159e-02 2.0736e-03 1.0618e-01 2.8320e-03 2.6485e-02 2.1074e-03 1.1098e-03 2.1677e-02 1.0000e+00
2.2290e-02 6.0642e-02 2.0103e-03 -8.3673e-03 2.1010e-03 8.4727e-02 2.7101e-03 8.3719e-03 2.2081e-03 1.0867e-03 2.2930e-02 1.0000e+00
2.3543e-02 4.3765e-02 1.9565e-03 2.7103e-02 2.0098e-03 7.2325e-02 2.6228e-03 2.2275e-02 1.9753e-03 1.0506e-03 2.4182e-02 1.0000e+00
2.4796e-02 4.5980e-02 1.8205e-03 1.7778e-02 1.9769e-03 7.6919e-02 2.4825e-03 1.5915e-02 1.9625e-03 1.0266e-03 2.5441e-02 1.0000e+00
2.6048e-02 4.0492e-02 1.7850e-03 1.3443e-02 1.9190e-03 6.5718e-02 2.3989e-03 1.8730e-02 1.9496e-03 1.0805e-03 2.6656e-02 1.0000e+00
2.7301e-02 4.1746e-02 1.7763e-03 1.2796e-02 1.8707e-03 6.0494e-02 2.3463e-03 1.0566e-02 1.8553e-03 1.2118e-03 2.7908e-02 1.0000e+00
2.8554e-02 3.3781e-02 1.7017e-03 2.1739e-02 1.9018e-03 6.0334e-02 2.2746e-03 9.3976e-03 1.8262e-03 1.3491e-03 2.9140e-02 1.0000e+00
2.9806e-02 2.0712e-02 1.7916e-03 1.5933e-02 1.9479e-03 4.5299e-02 2.3884e-03 1.3249e-02 1.9278e-03 1.4575e-03 3.0425e-02 1.0000e+00
3.1059e-02 2.2599e-02 1.7794e-03 1.8396e-02 2.0418e-03 5.9351e-02 2.4555e-03 1.1417e-02 1.9898e-03 1.4613e-03 3.1675e-02 1.0000e+00
3.2312e-02 2.6442e-02 1.7716e-03 1.3877e-02 2.0712e-03 5.5810e-02 2.4407e-03 7.1386e-03 2.0193e-03 1.5323e-03 3.2926e-02 1.0000e+00
3.3565e-02 2.1589e-02 1.8350e-03 1.6425e-02 1.9702e-03 3.4968e-02 2.3742e-03 2.5621e-02 2.0351e-03 1.5319e-03 3.4180e-02 1.0000e+00
3.4817e-02 1.1106e-02 1.8548e-03 4.4296e-03 2.0889e-03 3.6437e-02 2.4627e-03 6.3338e-03 2.1034e-03 1.5661e-03 3.5429e-02 1.0000e+00
3.6070e-02 4.6433e-02 1.7948e-03 1.7491e-03 2.1508e-03 6.3852e-02 2.4736e-03 4.3808e-03 2.1679e-03 1.6153e-03 3.6687e-02 1.0000e+00
3.7323e-02 3.8828e-02 1.8507e-03 4.8721e-03 2.1360e-03 4.9562e-02 2.4503e-03 -3.4846e-03 2.0691e-03 1.9371e-03 3.7903e-02 1.0000e+00
3.8575e-02 3.1455e-02 1.9309e-03 2.1391e-02 2.1172e-03 3.2175e-02 2.4555e-03 2.1672e-02 2.1164e-03 2.2862e-03 3.9193e-02 1.0000e+00
3.9828e-02 1.7180e-02 2.0440e-03 7.4508e-03 2.2455e-03 4.2186e-02 2.7134e-03 9.6751e-03 2.2656e-03 2.6795e-03 4.0407e-02 1.0000e+00
4.1081e-02 4.1736e-02 1.9726e-03 7.8014e-03 2.2584e-03 6.2814e-02 2.6974e-03 1.3376e-02 2.3164e-03 3.0835e-03 4.1723e-02 1.0000e+00
4.2333e-02 2.0960e-02 2.4745e-03 5.3599e-03 2.7485e-03 3.6143e-02 3.2354e-03 5.1232e-03 2.7269e-03 3.7482e-03 4.2974e-02 1.0000e+00
4.3586e-02 4.0089e-02 2.0611e-03 7.0605e-03 2.4025e-03 5.1249e-02 2.9616e-03 8.8045e-03 2.4482e-03 4.1835e-03 4.4131e-02 1.0000e+00
4.4839e-02 3.0409e-02 1.2630e-03 7.8090e-03 1.0875e-03 4.4058e-02 1.7880e-03 1.2891e-02 1.3185e-03 4.7093e-03 4.5534e-02 1.0000e+00
4.6091e-02 2.2011e-02 9.2155e-04 1.8591e-03 8.4875e-04 4.1499e-02 1.3314e-03 1.2704e-03 8.4278e-04 5.3431e-03 4.6666e-02 1.0000e+00
4.7344e-02 2.8667e-02 9.2648e-04 3.7578e-03 7.4085e-04 4.0695e-02 1.2864e-03 6.2290e-03 7.6105e-04 4.4852e-03 4.7930e-02 1.0000e+00
4.8597e-02 2.7331e-02 8.8691e-04 5.0958e-03 6.4299e-04 3.9440e-02 1.2255e-03 7.7073e-03 7.0390e-04 4.6754e-03 4.9322e-02 1.0000e+00
4.9849e-02 2.0163e-02 8.9631e-04 8.8105e-04 7.1467e-04 4.1610e-02 1.2798e-03 1.9264e-04 6.8134e-04 4.8271e-03 5.0474e-02 1.0000e+00
5.1102e-02 2.9145e-02 9.3787e-04 6.5100e-03 7.2094e-04 3.9301e-02 1.3211e-03 2.1974e-03 6.7954e-04 4.5649e-03 5.1790e-02 1.0000e+00
5.2355e-02 3.3293e-02 8.1229e-04 4.1520e-03 6.7466e-04 5.6724e-02 1.2032e-03 6.6059e-04 6.3815e-04 4.8602e-03 5.2984e-02 1.0000e+00
5.3608e-02 3.1328e-02 8.8398e-04 1.0314e-03 6.3517e-04 4.0237e-02 1.2558e-03 3.6181e-03 6.6957e-04 4.4619e-03 5.4177e-02 1.0000e+00
5.4860e-02 3.5584e-02 8.1216e-04 1.0259e-03 6.5306e-04 5.0366e-02 1.1639e-03 1.4254e-03 6.6366e-04 4.5663e-03 5.5501e-02 1.0000e+00
5.6113e-02 3.7851e-02 8.1455e-04 4.0469e-03 6.3584e-04 4.8568e-02 1.1469e-03 2.3717e-03 6.2148e-04 4.5399e-03 5.6716e-02 1.0000e+00
5.7366e-02 3.9652e-02 8.9815e-04 -1.2231e-03 6.8661e-04 5.3960e-02 1.2513e-03 1.7925e-03 7.2318e-04 4.3663e-03 5.7991e-02 1.0000e+00
5.8618e-02 5.1232e-02 8.4506e-04 3.0792e-03 6.7862e-04 7.5198e-02 1.2803e-03 1.4662e-03 6.6989e-04 4.4390e-03 5.9271e-02 1.0000e+00
5.9871e-02 5.3548e-02 8.2289e-04 1.3540e-03 6.0543e-04 7.7228e-02 1.2071e-03 -1.4351e-03 5.7953e-04 4.4393e-03 6.0513e-02 1.0000e+00
6.1124e-02 7.0172e-02 8.2686e-04 3.8445e-03 6.1168e-04 9.2861e-02 1.2431e-03 3.1243e-03 5.9686e-04 4.4155e-03 6.1710e-02 1.0000e+00
6.2376e-02 7.3707e-02 8.9784e-04 2.7435e-03 6.3010e-04 1.0906e-01 1.3905e-03 1.2461e-04 6.0275e-04 4.2553e-03 6.2977e-02 1.0000e+00
6.3629e-02 9.0780e-02 8.7594e-04 3.1974e-03 6.0741e-04 1.2695e-01 1.3256e-03 1.6845e-03 5.9342e-04 4.3686e-03 6.4232e-02 1.0000e+00
6.4882e-02 1.0510e-01 9.1546e-04 2.3780e-03 6.0722e-04 1.4902e-01 1.4470e-03 -6.1357e-04 5.7908e-04 4.1517e-03 6.5468e-02 1.0000e+00
6.6134e-02 1.0879e-01 9.5117e-04 6.6059e-03 6.1278e-04 1.5278e-01 1.4818e-03 2.4402e-03 5.7470e-04 4.1522e-03 6.6827e-02 1.0000e+00
6.7387e-02 1.1651e-01 9.1038e-04 -3.4663e-04 5.8821e-04 1.7688e-01 1.4871e-03 -4.0026e-04 5.8356e-04 4.4424e-03 6.7982e-02 1.0000e+00
6.8640e-02 1.2889e-01 9.3581e-04 8.9165e-06 5.7719e-04 1.8062e-01 1.5121e-03 1.5022e-03 5.8547e-04 3.8968e-03 6.9276e-02 1.0000e+00
6.9892e-02 1.2028e-01 9.5074e-04 -2.0495e-03 5.9050e-04 1.7059e-01 1.5396e-03 -1.1769e-04 6.0296e-04 4.4685e-03 7.0570e-02 1.0000e+00
7.1145e-02 1.2401e-01 8.6294e-04 1.2182e-04 5.5152e-04 1.7193e-01 1.3657e-03 -7.4457e-04 5.4219e-04 4.0197e-03 7.1680e-02 1.0000e+00
7.2398e-02 1.1466e-01 8.5843e-04 -6.2060e-04 5.6840e-04 1.6159e-01 1.3812e-03 8.5743e-04 5.7612e-04 3.9493e-03 7.3065e-02 1.0000e+00
7.3651e-02 9.9752e-02 8.2715e-04 6.4464e-05 5.9370e-04 1.4093e-01 1.3013e-03 -1.6751e-04 5.8910e-04 4.3727e-03 7.4234e-02 1.0000e+00
7.4903e-02 9.2207e-02 8.1006e-04 3.6414e-03 5.2989e-04 1.2898e-01 1.2711e-03 3.1127e-03 5.2271e-04 3.7725e-03 7.5480e-02 1.0000e+00
7.6156e-02 7.6366e-02 7.8219e-04 1.6176e-03 5.2938e-04 1.0386e-01 1.1876e-03 1.8652e-03 5.2913e-04 4.0405e-03 7.6841e-02 1.0000e+00
7.7409e-02 6.5801e-02 7.2854e-04 3.7434e-03 5.1833e-04 9.5023e-02 1.1218e-03 5.3664e-03 5.2873e-04 4.0974e-03 7.7988e-02 1.0000e+00
7.8661e-02 5.5372e-02 7.0931e-04 -9.9682e-05 5.1459e-04 8.0751e-02 1.0740e-03 1.7714e-03 5.2755e-04 3.8681e-03 7.9256e-02 1.0000e+00
7.9914e-02 4.7404e-02 6.7274e-04 -1.4750e-03 5.1412e-04 6.8531e-02 9.8003e-04 2.5893e-03 5.4052e-04 3.8524e-03 8.0554e-02 1.0000e+00
8.1167e-02 3.6796e-02 6.7538e-04 3.2861e-03 5.1841e-04 5.8928e-02 9.7570e-04 -1.0481e-04 4.9088e-04 3.9528e-03 8.1801e-02 1.0000e+00
8.2419e-02 3.0233e-02 6.2391e-04 -8.2021e-04 5.0075e-04 4.5373e-02 8.8750e-04 3.4942e-04 5.0845e-04 3.9195e-03 8.3032e-02 1.0000e+00
8.3672e-02 2.7876e-02 5.9593e-04 4.1013e-04 4.9913e-04 3.7766e-02 8.2444e-04 6.8671e-04 5.0017e-04 3.7028e-03 8.4312e-02 1.0000e+00
8.4925e-02 2.2322e-02 6.0346e-04 -3.2765e-04 5.1367e-04 3.0008e-02 8.2927e-04 -1.6526e-03 5.0228e-04 3.9721e-03 8.5562e-02 1.0000e+00
8.6177e-02 1.8465e-02 5.6996e-04 -1.1914e-04 4.9431e-04 2.8437e-02 7.8980e-04 -7.8101e-04 4.8820e-04 3.8080e-03 8.6743e-02 1.0000e+00
8.7430e-02 1.4663e-02 5.5231e-04 4.1865e-04 4.8574e-04 2.2067e-02 7.2979e-04 5.8018e-04 4.8608e-04 3.6218e-03 8.8088e-02 1.0000e+00
8.8683e-02 1.8366e-02 5.6013e-04 3.5986e-03 4.8295e-04 1.8901e-02 7.2528e-04 8.2730e-04 4.6172e-04 3.8889e-03 8.9304e-02 1.0000e+00
8.9935e-02 1.1398e-02 5.3100e-04 -1.0785e-03 4.6943e-04 1.7296e-02 6.9587e-04 -1.6263e-03 4.6504e-04 3.6636e-03 9.0563e-02 1.0000e+00
9.1188e-02 8.2373e-03 5.0966e-04 9.8735e-04 4.4674e-04 1.4432e-02 6.6067e-04 2.1158e-03 4.5385e-04 3.7205e-03 9.1860e-02 1.0000e+00
9.2441e-02 1.0081e-02 5.6798e-04 -1.3902e-04 4.9234e-04 1.5954e-02 7.5663e-04 7.2453e-04 4.9866e-04 3.8266e-03 9.2991e-02 1.0000e+00
9.3694e-02 3.1371e-03 5.4460e-04 -1.1096e-03 4.4534e-04 4.8003e-03 6.8652e-04 -3.3300e-04 4.5108e-04 3.5726e-03 9.4306e-02 1.0000e+00
9.4946e-02 4.2954e-03 5.2672e-04 8.7788e-04 4.5076e-04 1.1555e-02 6.8085e-04 1.1792e-03 4.5214e-04 3.8275e-03 9.5497e-02 1.0000e+00
9.6199e-02 9.4115e-03 5.1770e-04 -1.9015e-03 4.8373e-04 1.0616e-02 6.5301e-04 -1.6353e-03 4.8507e-04 3.4299e-03 9.6762e-02 1.0000e+00
9.7452e-02 8.0841e-03 5.1006e-04 1.8803e-03 4.4348e-04 1.1716e-02 6.5685e-04 3.7281e-03 4.5582e-04 3.6537e-03 9.8120e-02 1.0000e+00
9.8704e-02 4.4593e-03 5.1724e-04 1.4060e-03 4.3485e-04 7.7126e-03 6.4531e-04 2.2922e-03 4.4012e-04 3.5620e-03 9.9305e-02 1.0000e+00
9.9957e-02 2.1415e-03 5.6188e-04 1.1492e-03 4.6106e-04 6.5975e-03 7.1098e-04 3.5111e-03 4.7785e-04 3.4661e-03 1.0064e-01 1.0000e+00
1.0121e-01 9.1870e-03 5.2058e-04 -9.1671e-04 4.4612e-04 1.2666e-02 6.8427e-04 9.5282e-04 4.6030e-04 3.8156e-03 1.0185e-01 1.0000e+00
1.0246e-01 1.0180e-02 4.8834e-04 2.2346e-03 4.2795e-04 1.0153e-02 6.0789e-04 2.6578e-03 4.3016e-04 3.3882e-03 1.0304e-01 1.0000e+00
1.0372e-01 5.2823e-03 5.4058e-04 -1.0502e-03 4.8088e-04 1.0789e-02 6.9887e-04 -5.7179e-04 4.8347e-04 3.5907e-03 1.0434e-01 1.0000e+00
1.0497e-01 1.2836e-02 4.8102e-04 -1.8351e-04 4.4345e-04 1.4501e-02 6.1970e-04 -5.8169e-04 4.4046e-04 3.4454e-03 1.0558e-01 1.0000e+00
1.0622e-01 1.1204e-02 5.0463e-04 -1.1742e-03 4.3031e-04 1.5472e-02 6.4669e-04 -5.3729e-04 4.3383e-04 3.4345e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.3871e-02 4.9225e-04 6.9472e-04 4.4995e-04 1.6992e-02 6.4512e-04 2.4613e-03 4.6158e-04 3.5054e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.0610e-02 5.0499e-04 9.5139e-04 4.3249e-04 1.3605e-02 6.4237e-04 8.5083e-04 4.3140e-04 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.0638e-02 4.7893e-04 3.0516e-03 4.1626e-04 1.7291e-02 6.3428e-04 2.9997e-03 4.1519e-04 3.4828e-03 1.1058e-01 1.0000e+00
1.1123e-01 9.8124e-03 4.9837e-04 2.7004e-03 4.4231e-04 1.7648e-02 6.6741e-04 1.3817e-03 4.3234e-04 3.3716e-03 1.1184e-01 1.0000e+00
1.1248e-01 9.2324e-03 4.9343e-04 -2.7424e-04 4.0979e-04 1.7333e-02 6.5273e-04 2.2263e-03 4.2544e-04 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.1663e-02 4.8556e-04 1.9697e-04 4.2207e-04 1.8608e-02 6.3792e-04 5.2727e-04 4.2345e-04 3.3207e-03 1.1426e-01 1.0000e+00
1.1499e-01 1.3285e-02 4.9035e-04 1.9258e-03 4.0707e-04 1.7872e-02 6.3720e-04 3.1000e-03 4.1421e-04 3.2333e-03 1.1564e-01 1.0000e+00
1.1624e-01 9.4716e-03 4.7522e-04 1.2488e-03 4.0663e-04 1.8208e-02 6.3203e-04 1.4600e-03 4.0733e-04 3.5587e-03 1.1687e-01 1.0000e+00
1.1749e-01 1.0651e-02 4.6843e-04 -5.9781e-04 4.1576e-04 1.8197e-02 6.2171e-04 2.2794e-03 4.3284e-04 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 9.1712e-03 4.7993e-04 1.2132e-03 4.1172e-04 1.0434e-02 6.1768e-04 2.0999e-03 4.1752e-04 3.2933e-03 1.1944e-01 1.0000e+00
1.2000e-01 9.4387e-03 4.7037e-04 -1.7386e-05 4.1884e-04 1.3902e-02 6.0590e-04 -2.1321e-04 4.1716e-04 3.4763e-03 1.2058e-01 1.0000e+00
