Q, I, DelI, Q_Unc, Q_mean, Shadow
3.5000e-03 6.2205e+01 3.8210e-01 2.6878e-03 4.1795e-03 1.0000e+00
4.7527e-03 1.0996e+01 1.4122e-01 2.2466e-03 5.4397e-03 1.0000e+00
6.0054e-03 4.4378e+00 7.8980e-02 2.0123e-03 6.6902e-03 1.0000e+00
7.2581e-03 2.0666e+00 4.7873e-02 1.8473e-03 7.9324e-03 1.0000e+00
8.5108e-03 1.1660e+00 3.4482e-02 1.7311e-03 9.1688e-03 1.0000e+00
9.7634e-03 7.3606e-01 2.4560e-02 1.6169e-03 1.0401e-02 1.0000e+00
1.1016e-02 5.6020e-01 2.0375e-02 1.5133e-03 1.1649e-02 1.0000e+00
1.2269e-02 3.9776e-01 1.6440e-02 1.4475e-03 1.2903e-02 1.0000e+00
1.3522e-02 3.4005e-01 1.3858e-02 1.3684e-03 1.4159e-02 1.0000e+00
1.4774e-02 2.5975e-01 1.1099e-02 1.3100e-03 1.5429e-02 1.0000e+00
1.6027e-02 2.1180e-01 1.0308e-02 1.2751e-03 1.6683e-02 1.0000e+00
1.7280e-02 1.8888e-01 9.6557e-03 1.2201e-03 1.7933e-02 1.0000e+00
1.8532e-02 1.6489e-01 8.8407e-03 1.1941e-03 1.9176e-02 1.0000e+00
1.9785e-02 1.2841e-01 7.8294e-03 1.1465e-03 2.0419e-02 1.0000e+00
2.1038e-02 1.3711e-01 6.9517e-03 1.1062e-03 2.1678e-02 1.0000e+00
2.2290e-02 1.2315e-01 6.6858e-03 1.0799e-03 2.2942e-02 1.0000e+00
2.3543e-02 1.1590e-01 6.6383e-03 1.0602e-03 2.4192e-02 1.0000e+00
2.4796e-02 9.8619e-02 5.8625e-03 1.0237e-03 2.5443e-02 1.0000e+00
2.6048e-02 9.1194e-02 5.7216e-03 1.0771e-03 2.6664e-02 1.0000e+00
2.7301e-02 7.7273e-02 5.4865e-03 1.2094e-03 2.7929e-02 1.0000e+00
2.8554e-02 7.9039e-02 4.9884e-03 1.3523e-03 2.9162e-02 1.0000e+00
2.9806e-02 8.4088e-02 5.2506e-03 1.4858e-03 3.0427e-02 1.0000e+00
3.1059e-02 5.8005e-02 4.5946e-03 1.4573e-03 3.1659e-02 1.0000e+00
3.2312e-02 7.0566e-02 4.6134e-03 1.5191e-03 3.2923e-02 1.0000e+00
3.3565e-02 5.7818e-02 4.3014e-03 1.5365e-03 3.4182e-02 1.0000e+00
3.4817e-02 6.6723e-02 4.3407e-03 1.5568e-03 3.5434e-02 1.0000e+00
3.6070e-02 5.6469e-02 4.3781e-03 1.6053e-03 3.6700e-02 1.0000e+00
3.7323e-02 5.7025e-02 6.8650e-03 1.9938e-03 3.7913e-02 1.0000e+00
3.8575e-02 6.7430e-02 1.5781e-02 2.2862e-03 3.9193e-02 1.0000e+00
3.9828e-02 4.6019e-02 3.5412e-03 2.7142e-03 4.0403e-02 1.0000e+00
4.1081e-02 4.2394e-02 2.9814e-03 3.0835e-03 4.1717e-02 1.0000e+00
4.2333e-02 3.6752e-02 3.9488e-03 3.7596e-03 4.2968e-02 1.0000e+00
4.3586e-02 4.4535e-02 3.0002e-03 4.2071e-03 4.4125e-02 1.0000e+00
4.4839e-02 3.7254e-02 2.8425e-03 4.7093e-03 4.5536e-02 1.0000e+00
4.6091e-02 3.5114e-02 3.4280e-03 5.3431e-03 4.6669e-02 1.0000e+00
4.7344e-02 4.1386e-02 2.6365e-03 4.4852e-03 4.7932e-02 1.0000e+00
4.8597e-02 3.7854e-02 2.8749e-03 4.6754e-03 4.9324e-02 1.0000e+00
4.9849e-02 4.0906e-02 3.2827e-03 4.8271e-03 5.0477e-02 1.0000e+00
5.1102e-02 3.4735e-02 2.5562e-03 4.6196e-03 5.1779e-02 1.0000e+00
5.2355e-02 4.0161e-02 2.8912e-03 4.7966e-03 5.2970e-02 1.0000e+00
5.3608e-02 3.6407e-02 2.8225e-03 4.4619e-03 5.4180e-02 1.0000e+00
5.4860e-02 4.2245e-02 2.6294e-03 4.5663e-03 5.5503e-02 1.0000e+00
5.6113e-02 4.3159e-02 3.0709e-03 4.5399e-03 5.6719e-02 1.0000e+00
5.7366e-02 4.9476e-02 2.5967e-03 4.3663e-03 5.7993e-02 1.0000e+00
5.8618e-02 5.2638e-02 2.6004e-03 4.4390e-03 5.9273e-02 1.0000e+00
