Q, I, DelI, Q_Unc, Q_mean, Shadow
5.9871e-02 5.6122e-02 3.0090e-03 4.4393e-03 6.0516e-02 1.0000e+00
6.1124e-02 6.2552e-02 2.7964e-03 4.4400e-03 6.1705e-02 1.0000e+00
6.2376e-02 7.6324e-02 2.8268e-03 4.2337e-03 6.2973e-02 1.0000e+00
6.3629e-02 8.6739e-02 3.4392e-03 4.3686e-03 6.4235e-02 1.0000e+00
6.4882e-02 1.0435e-01 3.1903e-03 4.1517e-03 6.5470e-02 1.0000e+00
6.6134e-02 1.1608e-01 3.3759e-03 4.1522e-03 6.6830e-02 1.0000e+00
6.7387e-02 1.2573e-01 3.7327e-03 4.4424e-03 6.7985e-02 1.0000e+00
6.8640e-02 1.2293e-01 3.0675e-03 3.8968e-03 6.9279e-02 1.0000e+00
6.9892e-02 1.2197e-01 3.4725e-03 4.4685e-03 7.0573e-02 1.0000e+00
7.1145e-02 1.1516e-01 3.5918e-03 4.0197e-03 7.1683e-02 1.0000e+00
7.2398e-02 1.1230e-01 2.9771e-03 3.9493e-03 7.3068e-02 1.0000e+00
7.3651e-02 1.1309e-01 3.7386e-03 4.3964e-03 7.4230e-02 1.0000e+00
7.4903e-02 8.7225e-02 2.8419e-03 3.7575e-03 7.5479e-02 1.0000e+00
7.6156e-02 7.4837e-02 2.6212e-03 4.0405e-03 7.6844e-02 1.0000e+00
7.7409e-02 6.6580e-02 2.9719e-03 4.0975e-03 7.7992e-02 1.0000e+00
7.8661e-02 5.6400e-02 2.4308e-03 3.8681e-03 7.9258e-02 1.0000e+00
7.9914e-02 4.8087e-02 2.1539e-03 3.8686e-03 8.0551e-02 1.0000e+00
8.1167e-02 3.7165e-02 2.4568e-03 3.9355e-03 8.1799e-02 1.0000e+00
8.2419e-02 3.1115e-02 2.0210e-03 3.9195e-03 8.3035e-02 1.0000e+00
8.3672e-02 2.7052e-02 1.9272e-03 3.7028e-03 8.4315e-02 1.0000e+00
8.4925e-02 2.1013e-02 2.0938e-03 3.9721e-03 8.5565e-02 1.0000e+00
8.6177e-02 1.6973e-02 1.7874e-03 3.8080e-03 8.6746e-02 1.0000e+00
8.7430e-02 1.4047e-02 1.7478e-03 3.6487e-03 8.8082e-02 1.0000e+00
8.8683e-02 1.2147e-02 1.8901e-03 3.8725e-03 8.9291e-02 1.0000e+00
8.9935e-02 9.2390e-03 1.5911e-03 3.6636e-03 9.0556e-02 1.0000e+00
9.1188e-02 6.5960e-03 1.7585e-03 3.7204e-03 9.1853e-02 1.0000e+00
9.2441e-02 9.7610e-03 1.7257e-03 3.8110e-03 9.2990e-02 1.0000e+00
9.3694e-02 7.2588e-03 1.5958e-03 3.5855e-03 9.4305e-02 1.0000e+00
9.4946e-02 8.3297e-03 1.7706e-03 3.8275e-03 9.5489e-02 1.0000e+00
9.6199e-02 9.4227e-03 1.6296e-03 3.4186e-03 9.6761e-02 1.0000e+00
9.7452e-02 8.2659e-03 1.5271e-03 3.6537e-03 9.8123e-02 1.0000e+00
9.8704e-02 9.2561e-03 1.7879e-03 3.5747e-03 9.9304e-02 1.0000e+00
9.9957e-02 8.2402e-03 1.6565e-03 3.4778e-03 1.0063e-01 1.0000e+00
1.0121e-01 9.8093e-03 1.5858e-03 3.7849e-03 1.0184e-01 1.0000e+00
1.0246e-01 9.1644e-03 1.6959e-03 3.4213e-03 1.0303e-01 1.0000e+00
1.0372e-01 1.0773e-02 1.6339e-03 3.5525e-03 1.0433e-01 1.0000e+00
1.0497e-01 8.9761e-03 1.6514e-03 3.4454e-03 1.0559e-01 1.0000e+00
1.0622e-01 9.6482e-03 1.8471e-03 3.4459e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.2082e-02 1.5411e-03 3.4935e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.1676e-02 1.7031e-03 3.4246e-03 1.0939e-01 1.0000e+00
1.0998e-01 1.5210e-02 1.7574e-03 3.4828e-03 1.1059e-01 1.0000e+00
1.1123e-01 1.2847e-02 1.5810e-03 3.3716e-03 1.1185e-01 1.0000e+00
1.1248e-01 1.2296e-02 1.7007e-03 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.1525e-02 1.8189e-03 3.3207e-03 1.1427e-01 1.0000e+00
1.1499e-01 1.3759e-02 1.5476e-03 3.2428e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.6160e-02 1.8218e-03 3.5587e-03 1.1686e-01 1.0000e+00
1.1749e-01 1.4155e-02 1.5993e-03 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.2927e-02 1.6064e-03 3.2834e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.2514e-02 1.7594e-03 3.4881e-03 1.2058e-01 1.0000e+00
