Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
8.8683e-02 1.7283e-02 1.0739e-03 5.3156e-03 6.3161e-04 1.8222e-02 1.0775e-03 5.2071e-03 7.0347e-04 3.8889e-03 8.9303e-02 1.0000e+00
8.9935e-02 1.0151e-02 8.9155e-04 1.3827e-03 5.1547e-04 8.9540e-03 8.8294e-04 1.5507e-03 5.7787e-04 3.6636e-03 9.0562e-02 1.0000e+00
9.1188e-02 1.1798e-03 9.3105e-04 2.6722e-03 5.8071e-04 1.0113e-02 1.0043e-03 9.6866e-04 6.4154e-04 3.7205e-03 9.1860e-02 1.0000e+00
9.2441e-02 8.7116e-03 1.0118e-03 2.9358e-03 6.3170e-04 9.6738e-03 1.0152e-03 1.2941e-04 6.6650e-04 3.8266e-03 9.2991e-02 1.0000e+00
9.3694e-02 1.4526e-02 9.0618e-04 1.1054e-04 5.2991e-04 9.4505e-03 8.6568e-04 2.4339e-03 6.1976e-04 3.5726e-03 9.4306e-02 1.0000e+00
9.4946e-02 8.8661e-03 9.9783e-04 2.0450e-03 6.1375e-04 -6.7491e-04 8.9678e-04 -3.8195e-04 6.7585e-04 3.8275e-03 9.5496e-02 1.0000e+00
9.6199e-02 1.2327e-02 9.2656e-04 4.4233e-05 6.1098e-04 1.3406e-02 9.3399e-04 -1.8344e-03 6.4284e-04 3.4299e-03 9.6761e-02 1.0000e+00
9.7452e-02 8.7855e-03 8.7298e-04 1.5365e-03 5.6153e-04 8.6344e-03 8.6468e-04 -1.3445e-03 5.9643e-04 3.6537e-03 9.8120e-02 1.0000e+00
9.8704e-02 1.7816e-02 9.9758e-04 -1.3167e-03 6.1088e-04 1.7658e-02 9.8325e-04 -1.5019e-04 6.9788e-04 3.5620e-03 9.9304e-02 1.0000e+00
9.9957e-02 9.4542e-03 8.7171e-04 1.6458e-03 5.6630e-04 1.0072e-02 8.6815e-04 5.1694e-03 6.5253e-04 3.4661e-03 1.0064e-01 1.0000e+00
1.0121e-01 1.2174e-02 8.7976e-04 1.8280e-03 5.4036e-04 1.4340e-02 8.9875e-04 2.3175e-03 6.1482e-04 3.8156e-03 1.0185e-01 1.0000e+00
1.0246e-01 1.2904e-02 1.0063e-03 4.2692e-03 5.6396e-04 7.5667e-03 9.6278e-04 1.8228e-03 6.1176e-04 3.3882e-03 1.0304e-01 1.0000e+00
1.0372e-01 1.7461e-02 8.1667e-04 3.9533e-03 5.3807e-04 1.4305e-02 7.9213e-04 7.6821e-04 5.7378e-04 3.5907e-03 1.0434e-01 1.0000e+00
1.0497e-01 7.3429e-03 8.7841e-04 -3.9158e-04 5.4383e-04 1.2584e-02 9.1355e-04 5.1288e-04 6.1685e-04 3.4454e-03 1.0558e-01 1.0000e+00
1.0622e-01 9.9908e-03 9.4945e-04 5.4283e-04 6.2363e-04 1.1570e-02 9.5856e-04 1.2569e-03 6.8957e-04 3.4345e-03 1.0686e-01 1.0000e+00
1.0747e-01 6.1500e-03 8.5446e-04 -1.6696e-03 5.1250e-04 1.5165e-02 9.1142e-04 -2.4746e-04 5.7663e-04 3.5054e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.9850e-02 9.2773e-04 1.4539e-03 5.4458e-04 2.0825e-02 9.3090e-04 7.3393e-04 6.0290e-04 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.3144e-02 9.5254e-04 3.5704e-03 5.5723e-04 1.1950e-02 9.3575e-04 4.0990e-03 6.2616e-04 3.4828e-03 1.1058e-01 1.0000e+00
1.1123e-01 2.1814e-02 8.4220e-04 3.9281e-03 4.8871e-04 1.7813e-02 8.0809e-04 4.0296e-03 5.5925e-04 3.3716e-03 1.1184e-01 1.0000e+00
1.1248e-01 1.5112e-02 9.5093e-04 4.5655e-03 5.3822e-04 1.5847e-02 9.5306e-04 1.5332e-03 5.9105e-04 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.5198e-02 8.7666e-04 -2.9814e-04 5.7116e-04 1.7937e-02 8.8816e-04 -3.9836e-04 6.1577e-04 3.3207e-03 1.1426e-01 1.0000e+00
1.1499e-01 8.1260e-03 7.9797e-04 6.1994e-05 5.1338e-04 1.4198e-02 8.3261e-04 -2.8372e-03 5.4171e-04 3.2333e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.3788e-02 9.9685e-04 -3.5748e-04 5.7251e-04 1.6364e-02 1.0133e-03 -1.6896e-03 6.2670e-04 3.5587e-03 1.1687e-01 1.0000e+00
1.1749e-01 1.6032e-02 8.3382e-04 -4.4276e-04 6.1963e-04 1.4656e-02 8.2395e-04 -2.8176e-03 6.5042e-04 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 8.8662e-03 8.1800e-04 4.2965e-03 4.9319e-04 1.0142e-02 8.2747e-04 1.4215e-04 5.2454e-04 3.2933e-03 1.1944e-01 1.0000e+00
1.2000e-01 8.3085e-03 9.3840e-04 6.0699e-04 5.2255e-04 1.2132e-02 9.6686e-04 -1.9398e-03 5.5565e-04 3.4763e-03 1.2058e-01 1.0000e+00
