Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
3.5000e-03 6.8092e+01 1.0847e-01 -4.7642e-02 1.0916e-02 7.4426e+01 1.1135e-01 -2.5014e-02 1.0854e-02 2.6878e-03 4.1795e-03 1.0000e+00
4.7527e-03 1.2055e+01 4.0726e-02 1.1617e-01 5.6483e-03 1.3019e+01 4.1544e-02 1.2262e-01 5.6362e-03 2.2466e-03 5.4397e-03 1.0000e+00
6.0054e-03 4.3913e+00 2.3737e-02 1.1247e-01 4.7441e-03 4.8718e+00 2.4459e-02 1.1679e-01 4.7352e-03 2.0123e-03 6.6902e-03 1.0000e+00
7.2581e-03 2.2114e+00 1.4928e-02 1.1244e-01 3.8024e-03 2.2782e+00 1.4939e-02 1.0840e-01 3.7667e-03 1.8473e-03 7.9324e-03 1.0000e+00
8.5108e-03 1.2037e+00 1.0765e-02 1.1545e-01 3.5362e-03 1.2785e+00 1.0891e-02 1.1344e-01 3.5110e-03 1.7311e-03 9.1688e-03 1.0000e+00
9.7634e-03 7.4060e-01 8.2956e-03 1.0477e-01 3.1050e-03 7.7703e-01 8.3463e-03 9.1992e-02 3.0313e-03 1.6169e-03 1.0401e-02 1.0000e+00
1.1016e-02 5.4096e-01 6.5436e-03 1.0077e-01 2.8301e-03 5.5128e-01 6.5226e-03 1.0410e-01 2.8347e-03 1.5133e-03 1.1649e-02 1.0000e+00
1.2269e-02 3.6735e-01 5.3606e-03 9.9394e-02 2.7131e-03 3.9287e-01 5.4238e-03 1.0138e-01 2.7116e-03 1.4475e-03 1.2903e-02 1.0000e+00
1.3522e-02 2.5061e-01 4.6545e-03 7.5662e-02 2.6889e-03 2.6076e-01 4.6643e-03 7.7135e-02 2.6868e-03 1.3684e-03 1.4159e-02 1.0000e+00
1.4774e-02 2.2613e-01 4.0674e-03 9.5706e-02 2.3558e-03 2.2553e-01 4.0334e-03 1.0065e-01 2.3681e-03 1.3100e-03 1.5429e-02 1.0000e+00
1.6027e-02 1.5153e-01 3.6585e-03 9.8282e-02 2.3568e-03 1.8480e-01 3.8001e-03 7.3770e-02 2.2498e-03 1.2751e-03 1.6683e-02 1.0000e+00
1.7280e-02 1.6518e-01 3.5218e-03 6.9958e-02 2.2647e-03 1.4850e-01 3.4170e-03 7.9272e-02 2.2932e-03 1.2201e-03 1.7933e-02 1.0000e+00
1.8532e-02 1.1002e-01 3.2296e-03 7.3766e-02 2.2121e-03 1.2770e-01 3.3002e-03 7.0711e-02 2.1940e-03 1.1941e-03 1.9176e-02 1.0000e+00
1.9785e-02 1.1362e-01 2.9290e-03 7.7622e-02 2.0523e-03 1.2670e-01 2.9774e-03 7.7341e-02 2.0452e-03 1.1465e-03 2.0419e-02 1.0000e+00
2.1038e-02 1.0261e-01 2.7310e-03 6.9197e-02 1.9128e-03 1.0607e-01 2.7335e-03 7.1989e-02 1.9180e-03 1.1062e-03 2.1678e-02 1.0000e+00
2.2290e-02 8.4361e-02 2.6107e-03 5.2114e-02 2.0246e-03 8.3130e-02 2.5913e-03 4.9818e-02 2.0127e-03 1.0799e-03 2.2942e-02 1.0000e+00
2.3543e-02 6.3761e-02 2.5050e-03 6.6015e-02 1.8100e-03 6.6401e-02 2.5071e-03 5.5906e-02 1.7702e-03 1.0602e-03 2.4192e-02 1.0000e+00
2.4796e-02 5.9481e-02 2.2893e-03 6.3188e-02 1.8068e-03 7.8801e-02 2.3765e-03 5.4304e-02 1.7735e-03 1.0237e-03 2.5443e-02 1.0000e+00
2.6048e-02 6.2764e-02 2.2920e-03 4.5302e-02 1.7210e-03 5.5202e-02 2.2434e-03 5.1222e-02 1.7378e-03 1.0771e-03 2.6664e-02 1.0000e+00
2.7301e-02 4.8781e-02 2.1819e-03 4.7960e-02 1.6889e-03 6.4959e-02 2.2534e-03 4.6071e-02 1.6796e-03 1.2094e-03 2.7929e-02 1.0000e+00
2.8554e-02 4.7472e-02 2.1443e-03 4.6419e-02 1.6843e-03 4.8947e-02 2.1438e-03 4.8277e-02 1.6875e-03 1.3523e-03 2.9162e-02 1.0000e+00
2.9806e-02 4.0124e-02 2.2905e-03 3.9881e-02 1.7217e-03 4.1002e-02 2.2867e-03 4.2149e-02 1.7276e-03 1.4858e-03 3.0427e-02 1.0000e+00
3.1059e-02 4.7233e-02 2.2962e-03 3.5880e-02 1.7675e-03 4.4173e-02 2.2704e-03 3.4955e-02 1.7625e-03 1.4573e-03 3.1659e-02 1.0000e+00
3.2312e-02 5.6993e-02 2.3254e-03 2.3177e-02 1.7497e-03 5.5751e-02 2.3100e-03 3.1479e-02 1.7810e-03 1.5191e-03 3.2923e-02 1.0000e+00
3.3565e-02 4.4591e-02 2.3484e-03 3.1897e-02 1.7044e-03 3.8742e-02 2.3009e-03 3.4270e-02 1.7128e-03 1.5365e-03 3.4182e-02 1.0000e+00
3.4817e-02 3.4645e-02 2.3489e-03 2.8243e-02 1.8606e-03 4.1040e-02 2.3798e-03 2.3407e-02 1.8398e-03 1.5568e-03 3.5434e-02 1.0000e+00
3.6070e-02 6.7361e-02 2.3595e-03 2.2379e-02 1.8942e-03 6.4090e-02 2.3263e-03 1.5081e-02 1.8599e-03 1.6053e-03 3.6700e-02 1.0000e+00
3.7323e-02 4.4735e-02 2.3205e-03 2.6876e-02 1.9014e-03 4.9086e-02 2.3480e-03 2.1823e-02 1.8752e-03 1.9938e-03 3.7913e-02 1.0000e+00
3.8575e-02 3.9220e-02 2.3820e-03 3.1133e-02 1.7829e-03 4.8467e-02 2.4480e-03 2.8435e-02 1.7686e-03 2.2862e-03 3.9193e-02 1.0000e+00
