Q, I, DelI, Q_Unc, Q_mean, Shadow
6.8640e-02 1.2077e-01 1.4482e-03 3.8968e-03 6.9279e-02 1.0000e+00
6.9892e-02 1.1977e-01 1.6294e-03 4.4685e-03 7.0573e-02 1.0000e+00
7.1145e-02 1.1382e-01 1.5202e-03 4.0197e-03 7.1683e-02 1.0000e+00
7.2398e-02 1.0761e-01 1.4281e-03 3.9493e-03 7.3068e-02 1.0000e+00
7.3651e-02 1.0046e-01 1.4325e-03 4.3964e-03 7.4230e-02 1.0000e+00
7.4903e-02 8.4264e-02 1.2991e-03 3.7575e-03 7.5479e-02 1.0000e+00
7.6156e-02 7.4789e-02 1.2758e-03 4.0405e-03 7.6844e-02 1.0000e+00
7.7409e-02 6.4293e-02 1.1913e-03 4.0975e-03 7.7992e-02 1.0000e+00
7.8661e-02 5.4175e-02 1.1411e-03 3.8681e-03 7.9258e-02 1.0000e+00
7.9914e-02 4.6779e-02 1.0438e-03 3.8686e-03 8.0551e-02 1.0000e+00
8.1167e-02 3.6800e-02 1.0121e-03 3.9355e-03 8.1799e-02 1.0000e+00
8.2419e-02 3.1266e-02 9.8904e-04 3.9195e-03 8.3035e-02 1.0000e+00
8.3672e-02 2.6993e-02 8.9695e-04 3.7028e-03 8.4315e-02 1.0000e+00
8.4925e-02 2.0927e-02 8.9713e-04 3.9721e-03 8.5565e-02 1.0000e+00
8.6177e-02 1.7967e-02 8.5940e-04 3.8080e-03 8.6746e-02 1.0000e+00
8.7430e-02 1.5388e-02 7.9836e-04 3.6487e-03 8.8082e-02 1.0000e+00
8.8683e-02 1.2787e-02 8.3025e-04 3.8725e-03 8.9291e-02 1.0000e+00
8.9935e-02 1.0378e-02 7.9552e-04 3.6636e-03 9.0556e-02 1.0000e+00
9.1188e-02 8.7628e-03 7.8249e-04 3.7204e-03 9.1853e-02 1.0000e+00
9.2441e-02 8.9010e-03 7.9139e-04 3.8110e-03 9.2990e-02 1.0000e+00
9.3694e-02 7.6074e-03 7.5762e-04 3.5855e-03 9.4305e-02 1.0000e+00
9.4946e-02 8.5152e-03 7.4936e-04 3.8275e-03 9.5489e-02 1.0000e+00
9.6199e-02 8.2661e-03 7.3266e-04 3.4186e-03 9.6761e-02 1.0000e+00
9.7452e-02 7.7149e-03 7.4372e-04 3.6537e-03 9.8123e-02 1.0000e+00
9.8704e-02 7.7217e-03 7.4882e-04 3.5747e-03 9.9304e-02 1.0000e+00
9.9957e-02 8.4606e-03 7.5907e-04 3.4778e-03 1.0063e-01 1.0000e+00
1.0121e-01 9.0864e-03 7.4990e-04 3.7849e-03 1.0184e-01 1.0000e+00
1.0246e-01 8.5676e-03 7.1905e-04 3.4213e-03 1.0303e-01 1.0000e+00
1.0372e-01 1.0171e-02 7.5826e-04 3.5525e-03 1.0433e-01 1.0000e+00
1.0497e-01 8.8586e-03 7.4039e-04 3.4454e-03 1.0559e-01 1.0000e+00
1.0622e-01 9.9510e-03 7.4796e-04 3.4459e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.0378e-02 7.4571e-04 3.4935e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.1572e-02 7.3603e-04 3.4246e-03 1.0939e-01 1.0000e+00
1.0998e-01 1.2736e-02 7.3354e-04 3.4828e-03 1.1059e-01 1.0000e+00
1.1123e-01 1.1525e-02 7.3598e-04 3.3716e-03 1.1185e-01 1.0000e+00
1.1248e-01 1.2046e-02 7.1795e-04 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.1622e-02 7.5662e-04 3.3207e-03 1.1427e-01 1.0000e+00
1.1499e-01 1.2558e-02 7.1282e-04 3.2428e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.2943e-02 7.3911e-04 3.5587e-03 1.1686e-01 1.0000e+00
1.1749e-01 1.3063e-02 7.0951e-04 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.1384e-02 7.1192e-04 3.2834e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.1104e-02 7.2263e-04 3.4881e-03 1.2058e-01 1.0000e+00
