Q, I, DelI, Q_Unc, Q_mean, Shadow
3.5000e-03 5.2093e+01 1.2595e-01 2.6878e-03 4.1795e-03 1.0000e+00
4.7527e-03 1.1412e+01 5.0954e-02 2.2466e-03 5.4397e-03 1.0000e+00
6.0054e-03 4.2200e+00 2.8577e-02 2.0123e-03 6.6902e-03 1.0000e+00
7.2581e-03 2.0689e+00 1.8494e-02 1.8473e-03 7.9324e-03 1.0000e+00
8.5108e-03 1.1727e+00 1.3156e-02 1.7311e-03 9.1688e-03 1.0000e+00
9.7634e-03 7.6190e-01 9.8526e-03 1.6169e-03 1.0401e-02 1.0000e+00
1.1016e-02 5.3909e-01 7.8215e-03 1.5133e-03 1.1649e-02 1.0000e+00
1.2269e-02 4.0364e-01 6.5502e-03 1.4475e-03 1.2903e-02 1.0000e+00
1.3522e-02 3.1799e-01 5.4921e-03 1.3684e-03 1.4159e-02 1.0000e+00
1.4774e-02 2.6060e-01 4.8536e-03 1.3100e-03 1.5429e-02 1.0000e+00
1.6027e-02 2.2293e-01 4.2634e-03 1.2751e-03 1.6683e-02 1.0000e+00
1.7280e-02 1.9029e-01 3.9007e-03 1.2201e-03 1.7933e-02 1.0000e+00
1.8532e-02 1.6238e-01 3.5806e-03 1.1941e-03 1.9176e-02 1.0000e+00
1.9785e-02 1.4228e-01 3.2864e-03 1.1465e-03 2.0419e-02 1.0000e+00
2.1038e-02 1.3513e-01 3.0141e-03 1.1062e-03 2.1678e-02 1.0000e+00
2.2290e-02 1.1993e-01 2.8305e-03 1.0799e-03 2.2942e-02 1.0000e+00
2.3543e-02 1.0843e-01 2.6799e-03 1.0602e-03 2.4192e-02 1.0000e+00
2.4796e-02 9.9260e-02 2.5233e-03 1.0237e-03 2.5443e-02 1.0000e+00
2.6048e-02 8.7818e-02 2.4965e-03 1.0771e-03 2.6664e-02 1.0000e+00
2.7301e-02 8.1421e-02 2.6183e-03 1.2094e-03 2.7929e-02 1.0000e+00
2.8554e-02 7.5591e-02 2.6112e-03 1.3523e-03 2.9162e-02 1.0000e+00
2.9806e-02 7.5624e-02 2.6570e-03 1.4858e-03 3.0427e-02 1.0000e+00
3.1059e-02 6.5352e-02 2.5491e-03 1.4573e-03 3.1659e-02 1.0000e+00
3.2312e-02 6.9473e-02 2.5324e-03 1.5191e-03 3.2923e-02 1.0000e+00
3.3565e-02 5.5307e-02 2.5351e-03 1.5365e-03 3.4182e-02 1.0000e+00
3.4817e-02 5.7479e-02 2.4440e-03 1.5568e-03 3.5434e-02 1.0000e+00
3.6070e-02 5.1916e-02 2.4297e-03 1.6053e-03 3.6700e-02 1.0000e+00
3.7323e-02 4.9982e-02 2.6442e-03 1.9938e-03 3.7913e-02 1.0000e+00
3.8575e-02 5.2523e-02 2.7054e-03 2.2862e-03 3.9193e-02 1.0000e+00
3.9828e-02 4.0705e-02 2.8554e-03 2.7142e-03 4.0403e-02 1.0000e+00
4.1081e-02 4.8576e-02 2.4092e-03 3.0835e-03 4.1717e-02 1.0000e+00
4.2333e-02 4.4964e-02 2.4316e-03 3.7596e-03 4.2968e-02 1.0000e+00
4.3586e-02 4.2005e-02 2.0171e-03 4.2071e-03 4.4125e-02 1.0000e+00
4.4839e-02 3.9686e-02 1.5046e-03 4.7093e-03 4.5536e-02 1.0000e+00
4.6091e-02 3.7497e-02 1.4773e-03 5.3431e-03 4.6669e-02 1.0000e+00
4.7344e-02 3.8709e-02 1.3624e-03 4.4852e-03 4.7932e-02 1.0000e+00
4.8597e-02 3.8124e-02 1.3650e-03 4.6754e-03 4.9324e-02 1.0000e+00
4.9849e-02 3.8800e-02 1.3728e-03 4.8271e-03 5.0477e-02 1.0000e+00
5.1102e-02 3.5856e-02 1.3540e-03 4.6196e-03 5.1779e-02 1.0000e+00
5.2355e-02 3.9067e-02 1.3207e-03 4.7966e-03 5.2970e-02 1.0000e+00
5.3608e-02 3.7968e-02 1.2775e-03 4.4619e-03 5.4180e-02 1.0000e+00
5.4860e-02 4.1050e-02 1.3100e-03 4.5663e-03 5.5503e-02 1.0000e+00
5.6113e-02 4.3618e-02 1.2855e-03 4.5399e-03 5.6719e-02 1.0000e+00
5.7366e-02 4.7762e-02 1.2988e-03 4.3663e-03 5.7993e-02 1.0000e+00
5.8618e-02 5.1259e-02 1.2922e-03 4.4390e-03 5.9273e-02 1.0000e+00
5.9871e-02 5.9097e-02 1.3041e-03 4.4393e-03 6.0516e-02 1.0000e+00
6.1124e-02 6.6862e-02 1.3780e-03 4.4400e-03 6.1705e-02 1.0000e+00
6.2376e-02 7.7469e-02 1.3765e-03 4.2337e-03 6.2973e-02 1.0000e+00
6.3629e-02 8.9276e-02 1.4812e-03 4.3686e-03 6.4235e-02 1.0000e+00
6.4882e-02 1.0327e-01 1.5110e-03 4.1517e-03 6.5470e-02 1.0000e+00
6.6134e-02 1.1245e-01 1.5327e-03 4.1522e-03 6.6830e-02 1.0000e+00
6.7387e-02 1.1862e-01 1.6341e-03 4.4424e-03 6.7985e-02 1.0000e+00
