 ASCII data created Mon, Jan 13, 2020 2:39:54 PM
-4.184945129174576228e-03 1.525416821325762534e-03 5.409327426673970876e+03 4.426449286718993648e+01 8.683816534458343742e-06 1.381502913693079780e-02 1.381387544800017839e-02 1.000000000000000000e+00
-4.184941404960733531e-03 2.156311034977038792e-03 4.585004833326385778e+03 4.083524618590191579e+01 9.700436698576922869e-06 1.381523351512237152e-02 1.381367964327248274e-02 1.000000000000000000e+00
-4.184936404410242484e-03 2.787203275698906229e-03 3.696550871566235855e+03 3.717600902591210854e+01 1.106546585023406292e-05 1.381555319070892560e-02 1.381351826985675359e-02 1.000000000000000000e+00
-4.184930127536825618e-03 3.418092966265001784e-03 2.527562230649784851e+03 3.039204594267201642e+01 1.277890024262729946e-05 1.381597212071414629e-02 1.381339349381640810e-02 1.000000000000000000e+00
-4.184922574357716543e-03 4.048979529460627544e-03 2.454457471840775725e+03 2.994770064269318866e+01 1.484073517266727748e-05 1.381647715518931688e-02 1.381330142741593256e-02 1.000000000000000000e+00
-4.184913744893641735e-03 4.679862388085396195e-03 1.294257819837292118e+03 2.178291749525021714e+01 1.725096498101362326e-05 1.381705926828253640e-02 1.381323592071584047e-02 1.000000000000000000e+00
-4.184903639168841352e-03 5.310740964955865638e-03 8.473339131526112169e+02 1.777939291691915713e+01 2.000958305211807868e-05 1.381771301361336794e-02 1.381319079793354339e-02 1.000000000000000000e+00
-4.184892257211051889e-03 5.941614682908180969e-03 7.349247218250905007e+02 1.629591985961180356e+01 2.311658181427494370e-05 1.381843548407944190e-02 1.381316080173364269e-02 1.000000000000000000e+00
-4.184879599051511377e-03 6.572482964800713430e-03 4.490498309161961288e+02 1.289437635448113539e+01 2.657195273967879659e-05 1.381922537729614320e-02 1.381314180581880505e-02 1.000000000000000000e+00
-4.184865664724959390e-03 7.203345233516702389e-03 3.248567853246609616e+02 1.095577835714358983e+01 3.037568634448950202e-05 1.382008232497770189e-02 1.381313070976799250e-02 1.000000000000000000e+00
-4.184850454269647448e-03 7.834200911966890390e-03 2.421244823922359330e+02 9.451352341776434685e+00 3.452777218890458493e-05 1.382100646241477687e-02 1.381312523855936746e-02 1.000000000000000000e+00
-4.184833967727318201e-03 8.465049423092172939e-03 1.985283743577372491e+02 8.501862002138942387e+00 3.902819887723869916e-05 1.382199817016623380e-02 1.381312374343297497e-02 1.000000000000000000e+00
-4.184816205143218441e-03 9.095890189866218806e-03 1.631533427367642162e+02 7.757397458267052848e+00 4.387695405801058388e-05 1.382305792666091090e-02 1.381312503648647778e-02 1.000000000000000000e+00
-4.184797166566098237e-03 9.726722635298126751e-03 1.016327425160802278e+02 6.128813215083594557e+00 4.907402442403721295e-05 1.382418622807400806e-02 1.381312826368498968e-02 1.000000000000000000e+00
-4.184776852048208325e-03 1.035754618243505364e-02 8.193445775459561276e+01 5.539010136116772287e+00 5.461939571253522207e-05 1.382538354745360340e-02 1.381313281113892566e-02 1.000000000000000000e+00
-4.184755261645293177e-03 1.098836025436485293e-02 1.053431167456137274e+02 6.260472863775349062e+00 6.051305270522957294e-05 1.382665031605031722e-02 1.381313823732105428e-02 1.000000000000000000e+00
-4.184732395416606611e-03 1.161916427421871671e-02 5.775997172488840192e+01 4.630885736121789442e+00 6.675497922846969161e-05 1.382798691681193064e-02 1.381314422451514895e-02 1.000000000000000000e+00
-4.184708253424895309e-03 1.224995766517380374e-02 7.540562976578614496e+01 5.285965824447515615e+00 7.334515815335257969e-05 1.382939368426291601e-02 1.381315054416057224e-02 1.000000000000000000e+00
-4.184682835736409229e-03 1.288073985045589016e-02 5.259905061809234894e+01 4.450766871950880166e+00 8.028357139585347421e-05 1.383087090750455793e-02 1.381315703210985249e-02 1.000000000000000000e+00
-4.184656142420892060e-03 1.351151025334199757e-02 5.706831704449218279e+01 4.575556518632439840e+00 8.757019991696376494e-05 1.383241883453152458e-02 1.381316357091995177e-02 1.000000000000000000e+00
-4.184628173551589031e-03 1.414226829716299684e-02 2.955253188366172523e+01 3.391268397746496799e+00 9.520502372283562019e-05 1.383403767689761824e-02 1.381317007712972236e-02 1.000000000000000000e+00
